,Gene_symbol,Log_FoldChange,PValue
1276,KCNQ1,-3.3680000000000003,0.00552758305598525
1277,BOLL,-2.835,0.00554348147388832
1287,GFRA3,-2.8930000000000002,0.00567159708050014
1299,UBE2T,-1.041,0.00580079400390385
1301,SST,-1.469,0.0058124768803743
1307,FRAS1,-1.033,0.00588301863257936
1321,HIST2H2AA3,-3.5039999999999996,0.00599645420553038
1322,TECTA,-1.085,0.006036036406123779
1347,MANEAL,-1.024,0.00621167537728072
1351,WDR72,-2.91,0.0062673122829164105
1352,COL13A1,-1.815,0.00628613728309195
1356,BCL2L15,-1.9380000000000002,0.0063379327902976105
1358,LOC440896,-1.675,0.00635633017844894
1389,COL3A1,-1.9580000000000002,0.00664145656131572
1390,LOC102724691,-2.9739999999999998,0.00665135161726422
1395,A1BG-AS1,-1.18,0.0066844911455929395
1408,CFAP57,-1.445,0.00689240401634743
1409,GPR150,-1.349,0.0069141939404085105
1413,FOXC1,-1.1520000000000001,0.007003616409907329
1414,ALKAL2,-1.452,0.00701425864547354
1421,MASTL,-1.083,0.00708086079067243
1424,LMCD1,-1.092,0.007099877023681409
1448,SMIM18,-1.436,0.007326540104044841
1454,MBOAT7,-1.113,0.0073852869774035
1495,SLC4A10,-1.036,0.007916818880368591
1501,FLNA,-1.325,0.0079760719365386
1502,STX16-NPEPL1,-1.095,0.00800490327285658
1511,LOC442028,-1.109,0.00806963852834316
1519,UMODL1-AS1,-1.405,0.00818871846247931
1531,CX3CR1,-1.565,0.00826594001854773
1534,BMF,-1.8619999999999999,0.00829886723951397
1536,NPPA,-2.178,0.00832262528890338
1547,STBD1,-1.172,0.00849195926545438
1555,AKR1C1,-1.001,0.008578229028203741
1561,CEBPA,-1.024,0.008707151452501071
1565,KCNB1,-1.003,0.008721242545409371
1568,HAS1,-1.4369999999999998,0.00880084767898311
1585,OSBPL10,-1.0070000000000001,0.00886819127996667
1593,SELPLG,-1.29,0.00897078999788782
1597,BLNK,-1.308,0.00901196053071213
1612,OTUB2,-1.56,0.009166561476727779
1622,PPP1R17,-1.801,0.009335452908482741
1623,GALNT14,-1.051,0.00933514385144851
1630,KCNG3,-1.6019999999999999,0.00945988540151717
1634,AOC3,-1.7369999999999999,0.0095113403957106
1638,HLA-DPA1,-1.5759999999999998,0.009545687719321459
1640,GREM2,-1.0270000000000001,0.009561466985278929
1649,RFC3,-1.077,0.00966671788088929
1661,SYS1-DBNDD2,-1.163,0.00984831636961089
1662,SLC27A2,-1.014,0.00983727707392596
1678,C1orf145,-1.092,0.009999582688130471
1687,FBXW9,-1.158,0.0100963481921008
1691,LGR6,-2.377,0.0101503212802142
1701,CYP17A1,-1.6840000000000002,0.0103447037037931
1719,TMEM169,-1.04,0.0106044476259353
1720,HS6ST2,-1.0170000000000001,0.010597193812389
1722,SLC26A4,-1.21,0.010599411067611999
1731,HBQ1,-1.442,0.0106525906139889
1734,SLC35A2,-1.05,0.0106975933159645
1743,SLCO2A1,-1.385,0.0108211958561303
1747,PLCH1,-1.041,0.0109035687572647
1750,MIR770,-1.043,0.0109356766707012
1752,MATN1-AS1,-2.141,0.0109535172921488
1753,TRUB1,-1.042,0.010998247385827
1766,MAPT-IT1,-1.892,0.0112240997504603
1768,APOC2,-1.626,0.0112030080290503
1770,ANKRD34C,-1.175,0.0112607235256076
1784,LRRC55,-1.095,0.0113143256918418
1787,HIPK4,-1.08,0.0113655375684267
1819,VARS,-3.063,0.0117672418105178
1847,KCNA3,-1.525,0.0120914675363209
1851,ASB2,-1.068,0.0121685533649599
1855,ADRA1D,-1.169,0.0121846585496353
1857,RAD51AP2,-1.443,0.0122433891370972
1860,THEM5,-1.396,0.012305760931771001
1884,SYT6,-1.045,0.0125983981896461
1912,DRD5,-1.3,0.0129935832890388
1922,CRH,-1.185,0.0130966023758759
1926,COL10A1,-1.47,0.0131885257869104
1940,FIBCD1,-1.439,0.0133667014357352
1962,HIST1H2BN,-1.58,0.0138190693682586
1977,OVCH1,-2.745,0.0141238722681619
1978,ALDH1A2,-1.324,0.014128484593928998
1984,ENO4,-1.3980000000000001,0.0142040041187588
1997,PTGIS,-1.311,0.0144045062669557
2039,TAS2R14,-2.085,0.0150488149390814
2041,TIFA,-1.429,0.0150733389453999
2055,TNN,-2.009,0.0153054336039381
2056,HAPLN4,-1.117,0.0153109958207983
2062,MGAT2,-1.069,0.0153473833610815
2064,WNT4,-1.3,0.0153933995905111
2104,IRF6,-1.63,0.0161718132582883
2109,SULF1,-1.043,0.0162574839994635
2115,HTR3A,-1.525,0.0163226858938054
2119,STAC,-2.2030000000000003,0.0163910302687986
2120,ADGRG6,-1.511,0.0164433977761571
2152,MFAP4,-1.463,0.0169547105759143
2161,PCED1B,-1.063,0.0173074277286665
2177,GJD2,-1.102,0.0175825007279301
2201,LOC101929798,-2.8739999999999997,0.017974536502244
2218,TFEC,-1.7469999999999999,0.0182082399569393
2219,RHEBL1,-1.224,0.0182280342034494
2240,CLEC9A,-1.796,0.0186105433217574
2241,SLC12A1,-1.381,0.0186192682731557
2247,MARCO,-2.031,0.0186466703424463
2260,DCTN1-AS1,-1.0090000000000001,0.0188514781158529
2269,KCNS2,-1.141,0.0189649645766763
2309,FRRS1,-1.969,0.0198581594791718
2310,GNB1L,-1.069,0.0198492351328641
2318,BTK,-1.335,0.019954920125605
2320,XPNPEP3,-1.4340000000000002,0.0200078181665701
2322,C2CD4D,-1.4980000000000002,0.0200326892237825
2324,FGF10,-1.909,0.0200896840648057
2329,CFAP65,-1.771,0.0202838887381263
2349,GPC3,-1.8259999999999998,0.0207738988888815
2356,CAVIN3,-1.234,0.0208730505962489
2383,COL14A1,-1.122,0.0212567314001883
2385,APITD1-CORT,-1.182,0.0212898044154809
2387,DLL4,-1.176,0.0213388375811237
2402,CRHR1,-2.501,0.0216380528707452
2404,CARS,-1.192,0.0216291542889263
2422,IMPG1,-1.107,0.0221606903600874
2461,OSTN,-1.9280000000000002,0.022864057028694
2475,PP12613,-2.059,0.0232840227101689
2483,HLA-DOA,-2.073,0.0234460976370647
2484,MKX,-1.045,0.023463618738223
2519,KIF5C,-1.521,0.0240333166458894
2531,MYOZ3,-1.037,0.0242771974695007
2535,CRACR2B,-1.023,0.0243510601477094
2545,HPGDS,-1.7109999999999999,0.024609184170009
2559,LINC00861,-2.314,0.0248267311043904
2560,PRPH2,-1.07,0.0247903590437073
2564,KRTAP5-7,-1.732,0.024843467132560002
2584,SNTG2,-1.794,0.0252029926839137
2585,IL18,-1.261,0.0252041004791885
2594,TTK,-3.228,0.0254095819512606
2597,PLD4,-1.294,0.0255216328202033
2619,CDC25C,-2.5639999999999996,0.0259994035288765
2634,NPB,-1.651,0.026348676530849997
2641,TMF1,-1.06,0.0266390829837556
2644,SLC17A6,-1.099,0.0267129667305126
2656,LOC728752,-1.413,0.027103479934617997
2664,RPL17,-1.6580000000000001,0.0271901489519505
2683,AIF1,-1.6469999999999998,0.0275667876708825
2686,MYADML2,-1.141,0.0275902137792929
2745,NRG1,-1.026,0.0290540764057372
2764,RIIAD1,-1.069,0.0296383171533978
2777,TH,-1.2790000000000001,0.029865405968642997
2778,CHRM4,-1.044,0.0299050345356561
2782,ABCC1,-1.464,0.0299850489103895
2783,PCDHA7,-1.722,0.0300037998768957
2794,PRSS56,-2.468,0.030239359066272006
2803,SIK1,-1.835,0.0305098505186165
2825,LTC4S,-1.167,0.0310132921465165
2831,PTGS1,-1.401,0.0311771742580542
2848,OR2W3,-1.435,0.0316628628110794
2862,LOC100505851,-2.022,0.0318758860156042
2875,LOC100505715,-1.3,0.0322575282416619
2883,FOXC2,-1.565,0.0324358210625108
2893,TPBGL,-1.06,0.0326514904777085
2909,MUSTN1,-1.225,0.0329735795620217
2934,DNAJC9-AS1,-1.8559999999999999,0.0336295293465215
2949,DHDH,-1.3359999999999999,0.0338815685268578
2956,TESMIN,-1.193,0.0340925227618285
2994,ACY3,-1.4040000000000001,0.0350624011833735
2997,SLC10A4,-1.24,0.0350984573757577
3009,KCNG2,-1.069,0.0355429827006071
3014,DHRS9,-1.476,0.0356569636056699
3019,SH3D21,-1.006,0.0357103467786302
3024,CHRM2,-1.158,0.035886618718536004
3043,ALG1L2,-1.156,0.0364134325323822
3044,CFC1,-1.0290000000000001,0.0364326420535244
3056,OPRL1,-1.139,0.0366082091383715
3090,ADAMTS15,-1.5030000000000001,0.0374913290823188
3092,TRIM54,-1.003,0.0374895263535394
3094,CYR61,-1.003,0.0375042858826957
3100,GAS2,-1.025,0.0375579259675424
3126,EFCC1,-1.2109999999999999,0.0380851467357944
3149,EPCAM,-1.216,0.0386500681612551
3162,EBI3,-1.629,0.0389985856233058
3171,TDO2,-1.709,0.0391802063369287
3193,PALM2,-1.936,0.0398621642851057
3225,LDLRAD2,-2.759,0.0406238956598482
3235,LIPJ,-2.336,0.0409182253095949
3281,FAM237A,-2.167,0.0417241069547779
3297,NMU,-1.7169999999999999,0.0421802084749826
3312,ERICH5,-1.702,0.0425745087636218
3317,GPR61,-1.003,0.0426337537972204
3323,MEX3B,-1.104,0.0427351686336203
3335,IL1RL2,-1.379,0.0431290209583964
3350,CD33,-1.619,0.0434976346961509
3358,HTR6,-1.2209999999999999,0.0438712996465506
3368,MAP10,-1.022,0.044162877495857004
3370,SLC32A1,-1.003,0.0442552277754251
3382,ALOX12B,-1.286,0.0446409215623699
3448,P2RY12,-1.253,0.0463110714375462
3462,LPAR5,-1.315,0.0467587859969031
3471,GPR34,-1.032,0.0472150856420887
3485,CFAP52,-1.011,0.0477356489633213
3490,TWIST1,-1.5490000000000002,0.0479140941554776
3505,CYBB,-1.035,0.0482485460476963
3527,ZNF623,-1.31,0.0486729118926591
3560,C4orf26,-1.6469999999999998,0.0495072974100005
3571,CD300A,-1.177,0.0498867363866593
2,CARNS1,-1.955,2.42857419515123e-08
3,MAG,-2.34,1.55728559116521e-08
4,ELOVL6,-2.3480000000000003,1.58807012845845e-07
6,MYRF,-1.896,1.08212592926068e-06
8,GJB1,-2.28,1.23252219449342e-06
9,PLLP,-1.504,1.35571907524169e-06
10,TF,-2.178,2.7573200674765597e-06
11,ETV5,-1.1420000000000001,3.40043289908581e-06
12,CNP,-1.5,3.5572217922993e-06
13,AFDN-AS1,-3.502,4.471103130482039e-06
15,TSPAN15,-1.6669999999999998,1.08422970714304e-05
19,ENPP2,-1.785,1.53878435701841e-05
24,HSPA2,-1.3880000000000001,4.02343929552594e-05
25,PLP1,-1.724,4.41655799499901e-05
26,MOG,-4.694,5.25442300375674e-05
29,LINC01586,-2.641,6.5833481903469e-05
30,KLK6,-1.8659999999999999,6.04514946728631e-05
31,PLEKHG3,-1.141,6.60695178101683e-05
32,RNASE1,-1.265,6.31600420243506e-05
37,LINC00639,-1.7630000000000001,0.000105004075205876
38,LOC102723360,-2.995,0.000105421800499952
40,TMEM125,-1.99,9.20806262278783e-05
43,GPR37,-1.7590000000000001,9.48397605583105e-05
45,PLXNB3,-1.0170000000000001,0.00011120545366458
46,ZDHHC20,-1.198,9.97829714163162e-05
47,CNTN2,-1.163,9.923159457522571e-05
49,TMEM144,-1.486,0.00011910339475070401
50,PRR18,-1.4880000000000002,0.000151003888994815
51,RIMBP3,-3.372,0.000155354069048462
53,LDB3,-1.367,0.000163385428401311
54,FA2H,-1.649,0.000166123356799929
57,PPP1R14A,-1.3630000000000002,0.000203491630453945
63,UGT8,-1.672,0.00022888500322474798
69,COL9A2,-1.051,0.000286782907379992
71,ELOVL1,-1.2890000000000001,0.000328410322747884
72,TMEM63A,-1.2930000000000001,0.000325319441600693
73,CAPN3,-1.413,0.000341191974170642
76,ZNF536,-1.011,0.000383990833041532
77,CDC42EP1,-1.28,0.000395571513050387
83,PLEKHH1,-1.319,0.00044050300508025
85,GPIHBP1,-1.695,0.000463891497327645
90,GJC2,-1.354,0.00048473004147739503
91,CNDP1,-1.2890000000000001,0.000480822923464108
95,MAL,-1.181,0.000525288364025249
96,LBH,-1.128,0.000553708345453558
100,ERBB3,-1.253,0.000567131724399126
105,SOX10,-1.051,0.000657829056400065
107,OPALIN,-1.435,0.000679458055852195
108,TTR,-2.22,0.000738766005611013
109,ADI1,-3.5410000000000004,0.000743444292058338
113,ANLN,-1.416,0.000731614122701175
114,ZDHHC9,-1.001,0.0007609236336440089
120,RBP7,-1.895,0.000891227928826534
126,C21orf91,-1.42,0.000999027904191584
133,RELN,-1.1540000000000001,0.00108411539957231
141,EVI2A,-1.47,0.00129672322583793
148,PCSK6,-1.2770000000000001,0.0014366619317679901
151,SLC27A6,-3.4389999999999996,0.0016340271490622301
153,GIMAP1-GIMAP5,-3.409,0.00166193955708829
157,DBNDD2,-1.0290000000000001,0.00169258143690548
159,RGS8,-1.3,0.00172764330883015
160,ATP2A3,-1.331,0.00175065627827587
163,LOC100130370,-1.621,0.00188334158011475
164,CLDN11,-1.426,0.00187723101546258
172,CDK3,-2.4019999999999997,0.0021978967772133
173,LOC105371485,-1.315,0.00223121172127621
189,DENND1C,-1.364,0.0026627836218677398
193,LOC100506725,-1.501,0.00251891918311715
196,FAM222A,-1.113,0.00261959172096964
198,MDGA1,-1.811,0.0024590827932548
202,SLC44A1,-1.063,0.0024879357879520397
203,TMEM206,-1.198,0.00270235723454078
204,BOK,-1.0490000000000002,0.00270636387270585
206,TTYH2,-1.1159999999999999,0.00277699024757788
210,HAPLN2,-1.226,0.002960060307064
211,COL4A5,-1.127,0.00303766319239624
215,HAGLR,-1.7280000000000002,0.0032057550485227898
219,WNK4,-2.839,0.0032461593526472397
222,TMEM235,-1.495,0.00336155192747348
224,SHBG,-2.231,0.0034324999773998896
226,DOCK10,-1.016,0.0035270574808184798
227,C8orf44-SGK3,-2.122,0.0035604832706711102
236,SGK2,-1.672,0.00383778626198605
246,SLC45A3,-1.574,0.0042651450524315605
252,GINS3,-1.505,0.00455092658343407
269,CHADL,-1.074,0.00506337813921526
281,GREM1,-1.567,0.00563540984661251
297,NR0B1,-1.93,0.0060256448658767
299,C1QTNF3-AMACR,-2.4419999999999997,0.00616261797707262
302,FOLH1,-1.193,0.00604551033871634
303,CMTM5,-1.137,0.00619114906877429
311,CERCAM,-1.018,0.00614877507188228
314,FOXO6,-2.245,0.00658134284220755
337,GPR3,-1.2590000000000001,0.00730660996312765
350,TMSB4Y,-1.7369999999999999,0.0076791053954200295
353,GPANK1,-2.787,0.00785281816718698
357,LINC00940,-2.5789999999999997,0.00801634183965442
358,RFPL1,-1.662,0.00807077474240118
366,PRR5L,-1.073,0.008315797230735191
369,SLC31A2,-1.2,0.00841501115678352
382,LPCAT2,-1.063,0.0089260187971069
391,RTKN,-1.03,0.009063049986373691
400,LOC100128108,-1.7369999999999999,0.009510873199094721
401,DMRT2,-1.6869999999999998,0.00949682270607792
407,LINC01978,-1.736,0.00974562165809459
409,PCDHB8,-1.702,0.00982719165592125
427,SLC5A11,-1.359,0.0103567253730126
458,ARHGEF15,-1.281,0.0117849904826203
464,LRRC63,-1.636,0.0121090271593401
466,RTN4IP1,-1.308,0.0120246662363429
467,MIR219A2,-1.0490000000000002,0.0122148528685377
479,LOC255187,-2.142,0.0125345129281906
486,S1PR5,-1.247,0.0128871367672262
504,BMX,-2.4459999999999997,0.0135579164735974
533,NINJ2,-1.229,0.0147600906822043
535,LINC00535,-2.102,0.0149807484354133
546,LINC00609,-1.9340000000000002,0.0153590549234025
547,UBE2F-SCLY,-2.639,0.0155291882428847
552,TEX22,-2.142,0.015671692423921
562,ERMN,-1.026,0.0160917581688909
567,HRNR,-2.688,0.0164949727356747
570,KIF25,-1.859,0.0165456608410276
583,NIPAL4,-1.435,0.0169963383459585
593,SYCE1L,-2.02,0.0175032641975146
597,VIP,-1.073,0.017243520904946
605,MFSD9,-1.035,0.0177480313226997
607,HOXD1,-1.869,0.0182343452608936
609,SMIM5,-1.2819999999999998,0.018114899630121
610,TMEM88B,-1.285,0.018081479644631002
628,GMNC,-2.239,0.018822575863777002
633,TAF1L,-2.5780000000000003,0.0195191499819656
637,RNF39,-1.915,0.0194085548851132
638,PRR34,-1.671,0.0194944071654839
641,GPR62,-1.3159999999999998,0.0195826666495432
646,KCNH8,-1.171,0.0192230707320307
658,MYOCD,-1.7930000000000001,0.0199249495151825
659,HCRTR1,-2.503,0.0200020024411354
664,FOXL2,-1.8430000000000002,0.0201931013350562
668,ISG20,-1.516,0.020369233920768996
688,DEF6,-1.2890000000000001,0.0211589236072392
691,LINC01103,-2.58,0.0213395985145602
700,RAET1E-AS1,-1.9409999999999998,0.0217859300599458
722,LINC01166,-1.159,0.0229995133422549
753,CD8B,-1.88,0.0244724635417292
756,KNTC1,-1.161,0.0245173678066462
770,TMEM139,-1.6669999999999998,0.0254544031992124
796,REM1,-1.3980000000000001,0.0274299706367555
798,PCDH11X,-1.2590000000000001,0.0273365692652707
811,WDR64,-2.298,0.0281855302015644
819,P2RY13,-1.295,0.0285266467634364
826,CA14,-1.034,0.0289958188376619
837,SFRP5,-1.439,0.0298316886651438
838,SH3TC2,-1.004,0.0298325639575145
842,HIST2H4A,-1.903,0.030204460982049
843,PRIMA1,-1.298,0.0302560537921817
855,TARID,-2.523,0.0305252995228937
877,SLC2A9,-1.364,0.031744496685772006
899,LOC101929162,-1.7469999999999999,0.0330075247086282
910,HSD17B3,-1.264,0.0332960420772546
912,LINC02123,-2.169,0.0334183295016765
951,TAPBP,-1.777,0.0355070287556879
952,LOC101928035,-2.114,0.0357567701187356
954,LOC100131347,-1.1,0.0357876186769325
969,ARC,-1.02,0.0366322659831614
971,LOC644090,-2.219,0.0367796602859531
972,LOC101927420,-1.4,0.0368089228742043
978,CLCA4,-1.205,0.0371690182704516
984,UFSP1,-1.5519999999999998,0.0373978857913069
986,PTPRH,-1.002,0.0375216999741196
989,ZNF628,-1.08,0.0378156683932321
1001,LRP2,-1.4280000000000002,0.0384710989492506
1007,HMX1,-1.732,0.0389440187913761
1012,PCAT7,-1.501,0.0396058507538111
1042,LINC00877,-1.913,0.0405252233570689
1055,AKAIN1,-1.686,0.0415421961030702
1069,TRPM1,-2.494,0.0461171519565215
1088,ADPRH,-1.005,0.0451890491059967
1089,OPN4,-1.097,0.0425939006046768
1090,CARD11,-1.222,0.0449223589764055
1093,TYMS,-1.107,0.045377474782317004
1104,RGS10,-1.004,0.0463318485776462
1186,INSC,-1.655,0.0468631292486436
1211,GUCY2C,-1.383,0.0484365071830672
0,CGA,-6.2139999999999995,1.3305436626990101e-09
1,USH1C,-4.416,1.3229496339382301e-09
2,TP63,-3.77,3.8348051027678605e-09
3,TNFAIP3,-3.275,4.8336112296138e-09
5,KCNK15,-4.368,1.15155423562571e-08
6,AGTR2,-4.7860000000000005,1.32114508360713e-08
7,RIPK3,-4.08,2.36305795280562e-08
8,CFH,-4.0680000000000005,2.3950833392029903e-08
11,GLIPR1,-2.969,6.29168225403476e-08
12,ELN,-3.245,7.46220638968979e-08
13,RGPD2,-2.807,8.33341914954757e-08
14,MEDAG,-4.421,9.3949288726007e-08
16,CSGALNACT1,-2.785,1.20237502470406e-07
17,PEG3,-7.482,9.771810753970981e-08
19,MXRA5,-3.463,1.19695691619537e-07
20,FMOD,-3.765,1.2722362191265302e-07
21,SLC17A3,-5.151,1.33743660269362e-07
23,PAX9,-4.433,1.7580580693424499e-07
24,PITX1,-5.332999999999999,1.69435182364814e-07
25,SRGN,-6.119,1.86500567295983e-07
26,PAPPA,-2.7319999999999998,2.1101967143465198e-07
28,TRIM38,-3.177,2.61157463623229e-07
29,SSC5D,-2.15,2.81175937235031e-07
30,ANGPTL6,-3.7539999999999996,3.29395850553925e-07
31,MPZL2,-4.05,3.2659426377554397e-07
32,ITGA8,-2.8369999999999997,3.7398265084178796e-07
33,FGG,-4.5969999999999995,4.3200610842875795e-07
34,ADCY4,-3.667,4.2901920572557704e-07
35,TMEM100,-3.1180000000000003,4.43321899844403e-07
36,HSPB6,-3.52,5.128587473408921e-07
37,LOXL4,-3.0780000000000003,5.821448657051889e-07
39,ITPR1,-2.572,6.31141191069191e-07
42,HTRA3,-2.7560000000000002,7.8918507331097e-07
44,LOC101927815,-4.75,9.1082714246263e-07
45,KIF26A,-1.756,9.04294031867078e-07
46,ITIH5,-2.4459999999999997,9.50374196390683e-07
47,DMBT1,-5.45,1.04294461046045e-06
48,HAS2,-2.329,1.13304282897935e-06
49,CSTA,-5.231,1.30495711714668e-06
53,ITM2A,-2.656,1.23295087699685e-06
54,PAPPA2,-2.636,1.2610989886525601e-06
56,XG,-3.435,1.46899932903128e-06
57,CYP19A1,-5.917999999999999,1.57222562773782e-06
58,NRK,-4.289,1.55681220911343e-06
59,TBX2,-3.0069999999999997,1.5605728663111099e-06
60,OTOG,-3.5639999999999996,1.64142608070697e-06
61,ZNF469,-2.388,1.9277166891397097e-06
62,PRG4,-3.806,1.96080227708156e-06
63,SMR3B,-6.483,2.10129737575224e-06
64,VEGFD,-3.412,2.14694555136644e-06
66,PGM5-AS1,-4.404,2.2332115652353197e-06
68,LGALS1,-2.365,2.25212753505549e-06
69,TBX2-AS1,-3.4,2.3326717217333598e-06
71,TNFSF11,-5.07,2.5757856973023498e-06
72,PTGER2,-3.991,2.67646248322247e-06
74,HPSE2,-3.3710000000000004,3.13679696469003e-06
75,PGF,-2.191,3.27306052007569e-06
76,CPA6,-5.1370000000000005,3.3442957297586497e-06
77,COL6A6,-2.965,3.445888136255e-06
78,LOC400655,-3.688,3.52323498881391e-06
79,CAVIN2,-3.1010000000000004,3.8812375149090795e-06
80,CAPG,-2.755,3.86360198185312e-06
81,COL8A2,-3.835,3.922765393982141e-06
82,PAMR1,-3.238,4.040990956639881e-06
83,GPRC5A,-2.4530000000000003,4.2720610626514e-06
85,CEBPD,-2.572,4.58620985312396e-06
86,HAPLN3,-2.526,4.6760262207524495e-06
87,C10orf82,-2.72,4.87450258805682e-06
89,CYP2J2,-3.1430000000000002,5.47056268925252e-06
91,INSRR,-3.458,5.5451779132566905e-06
92,CGNL1,-2.54,5.6444594738008304e-06
93,FAM198B,-2.439,5.83710905989987e-06
94,CSPG4,-1.9809999999999999,5.9261464610842e-06
96,OR2A20P,-2.9560000000000004,6.66015709937402e-06
97,TNFRSF10D,-2.3369999999999997,6.62472493005513e-06
99,CLCN5,-1.541,6.97393582092345e-06
100,C19orf38,-2.873,7.4023909057751495e-06
101,BDKRB2,-2.557,7.3228999346629e-06
102,TIMP3,-3.363,7.414299775077341e-06
104,COL9A3,-2.759,7.68789180434657e-06
105,SLC5A7,-2.3569999999999998,7.97627522633955e-06
108,TRABD2B,-2.056,8.67667182033093e-06
109,ASB9,-2.9130000000000003,9.015175969744231e-06
110,KCNE4,-1.84,9.31731236954344e-06
111,DLC1,-2.202,9.38206746464646e-06
112,ITGA11,-3.397,9.801400893886011e-06
113,CYS1,-2.733,1.00922195572596e-05
114,SENCR,-3.91,1.03498677409974e-05
115,ARHGEF5,-3.2260000000000004,1.0283013311048801e-05
116,ALDH1A1,-4.05,1.0492963507873401e-05
118,C2orf40,-2.9410000000000003,1.0681755729454302e-05
119,TMCO4,-2.9019999999999997,1.1409868312969099e-05
120,PROKR1,-4.144,1.1258675278278698e-05
121,FLI1,-3.29,1.1444433473058198e-05
122,ANOS1,-2.316,1.1238889480242099e-05
123,MMP2,-2.594,1.1272183456414698e-05
124,LOC100507406,-4.314,1.1741874291594901e-05
125,INHBA,-3.0010000000000003,1.19874272484859e-05
126,SLCO4C1,-3.089,1.2215706915408e-05
127,RCN3,-1.504,1.22746309625857e-05
129,TMEM72,-2.9939999999999998,1.34148604150336e-05
130,RAMP1,-2.487,1.33848049538815e-05
133,TPD52L1,-2.3609999999999998,1.5050604463594599e-05
134,LAYN,-2.708,1.52487300828796e-05
135,EDAR,-2.76,1.60498966149737e-05
136,KLHDC7B,-4.271,1.6187455345972302e-05
137,LOXL2,-1.8330000000000002,1.63915452561872e-05
139,ADGRD1,-1.995,1.72420743198564e-05
141,P4HA2,-1.905,1.70683723079615e-05
143,SH2D4A,-2.907,1.7961728228685802e-05
144,CMYA5,-2.375,1.8449951525525e-05
145,MIR199A2,-3.6289999999999996,1.94023983039073e-05
146,STEAP1B,-2.958,1.95502799660731e-05
147,ACVRL1,-2.4730000000000003,1.99337840596877e-05
148,IL6ST,-1.258,1.99020146466977e-05
149,SEMA5A,-1.6019999999999999,1.98333417616228e-05
151,CLCA2,-3.543,2.1213212848269898e-05
153,SLC16A6,-3.0839999999999996,2.11758963025493e-05
154,ACAN,-2.7569999999999997,2.07064611079737e-05
156,BMP4,-2.1109999999999998,2.0196259416754e-05
157,CSRP1,-1.8530000000000002,2.10913206098807e-05
158,NET1,-2.108,2.1112462955662698e-05
160,STEAP4,-2.019,2.31763142029707e-05
161,CYSLTR2,-3.625,2.31279835360402e-05
162,KCNIP3,-1.867,2.35676318062811e-05
163,OAF,-1.936,2.3678858272373002e-05
164,CYP11A1,-2.741,2.54400102767686e-05
166,S100A3,-2.932,2.56082504686279e-05
167,GSC,-4.0489999999999995,2.61089767779744e-05
168,HOXA13,-4.878,2.5960358609492103e-05
169,PRDX4,-1.276,2.6413353120308398e-05
170,BGN,-1.761,2.6634712415878304e-05
171,RNF212,-2.77,2.74163004583372e-05
172,WFIKKN2,-2.763,2.7731337834840502e-05
173,KIAA1462,-1.8619999999999999,2.77727131718466e-05
175,RGPD1,-3.1860000000000004,2.96962148079693e-05
176,ADAMTS9-AS1,-2.932,3.01334378549964e-05
177,KCTD12,-2.45,3.01030219720722e-05
178,CREM,-1.415,3.0888654194706503e-05
179,PLAC1,-3.891,3.18575479391427e-05
180,NUPR1,-2.738,3.17531030230868e-05
181,HAL,-2.9610000000000003,3.39462087572352e-05
183,CHRDL2,-2.559,3.45897332956607e-05
184,CTSS,-1.9569999999999999,3.4057573125624e-05
185,SHOX,-3.2430000000000003,3.3639955203699396e-05
186,NR5A2,-3.47,3.46528136092983e-05
187,DKK1,-3.5210000000000004,3.4556762961432e-05
188,FAM20A,-2.327,3.36055074086985e-05
189,SERPINI1,-2.066,3.43342945870193e-05
190,GABRE,-2.242,3.33893372751414e-05
191,MECOM,-1.9,3.60670259447438e-05
192,FAM198A,-2.05,3.63769043426823e-05
193,OMD,-3.161,3.75165850023326e-05
194,HNMT,-2.039,3.68874655908919e-05
196,TFPI,-2.4290000000000003,3.710615461586379e-05
198,SAMSN1,-3.5810000000000004,3.8090330899343e-05
199,TBX3,-3.141,3.83229416376298e-05
200,ETS1,-1.55,3.9247354567915005e-05
201,SAMD11,-1.226,3.92995880664038e-05
203,DMKN,-2.585,4.1988083185284295e-05
204,TGFBR2,-2.056,4.2832457267482396e-05
207,C1RL-AS1,-1.984,4.7755609094784e-05
208,RET,-2.228,4.8559780615365995e-05
209,TIMP1,-1.915,4.88709619221914e-05
211,NBL1,-1.9280000000000002,5.07251124400636e-05
212,SH3TC1,-2.394,5.1250954216520705e-05
215,PLOD1,-1.669,5.36423283788549e-05
216,FNDC1,-2.984,5.39400581958295e-05
217,TMC5,-2.6910000000000003,5.51446927212593e-05
218,CAV2,-2.048,5.66343435470781e-05
220,SLPI,-2.7,5.83804199074792e-05
221,KLHL15,-1.168,5.850459867498211e-05
222,SLC16A5,-2.188,5.943480305394549e-05
226,EMP1,-2.748,6.17065119439008e-05
228,COL5A1,-2.086,6.20654970178931e-05
229,LIMS1,-2.84,6.28669642792606e-05
230,SLC7A10,-2.3569999999999998,6.32169141726362e-05
231,RGS2,-1.952,6.31779044196165e-05
232,TMEM204,-2.016,6.37109454964349e-05
233,KDELR3,-1.672,6.48302825468586e-05
234,FAM114A1,-1.671,6.49618768319934e-05
236,PTGFR,-2.338,6.6239036175527e-05
237,RRBP1,-1.8330000000000002,6.59890464030019e-05
238,TRIL,-1.77,6.707963932253671e-05
239,KRT81,-3.872,6.85734301440859e-05
