,Gene_symbol,Log_FoldChange,PValue
1792,LOC439933,1.033,0.0216052448808764
1793,MAMDC2,2.004,0.0216309889115577
1794,IGSF11-AS1,1.868,0.0217255287802625
1795,FAM90A1,1.09,0.0217199012321335
1801,DTHD1,1.992,0.0219168629011999
1802,RORC,1.048,0.0219639372749651
1806,NXPH4,1.147,0.0220578052968351
1813,GPR141,1.814,0.0221580474929687
1814,SMARCA5-AS1,1.276,0.0221729081632818
1823,MTRNR2L7,1.943,0.0225738162125444
1824,HAPLN4,1.575,0.022575979671092997
1829,DTX1,1.091,0.0227483434595056
1835,GCNT4,1.153,0.0228674929341327
1853,LAMA3,1.57,0.0232691095130883
1861,TTYH1,1.0290000000000001,0.0234730394022967
1862,LGR6,1.7080000000000002,0.023530739314850002
1868,ZNF503-AS1,1.9980000000000002,0.0237897835407761
1869,ARHGAP22,1.034,0.023785260344326004
1871,CBY3,1.4880000000000002,0.023975124819971997
1872,ZNF454,1.159,0.023977758818708998
1873,UBA7,1.7790000000000001,0.0239774188141287
1875,ATOH1,1.91,0.0240375312408384
1877,NRK,1.331,0.0240630714211727
1888,ACE2,1.145,0.024289182037405
1897,ARL17A,1.577,0.0246261154870471
1903,GRID2,1.3940000000000001,0.0248294845602855
1917,MTNR1B,1.3730000000000002,0.0252989632311353
1921,ZNF474,1.085,0.0254578980963853
1931,DRC7,1.199,0.0258339798594539
1940,GDF3,1.6219999999999999,0.0262519509800876
1946,ANKFN1,1.3159999999999998,0.0264237903616215
1952,PHF1,1.124,0.0265646271498794
1957,ARGFX,1.651,0.0267131029292718
1958,CRIP3,1.3259999999999998,0.0267099470961296
1959,ADGRE5,1.274,0.0267170994600311
1960,LPL,1.195,0.0266819291789479
1961,LOC105378311,1.0490000000000002,0.0267490927952785
1968,GRID2IP,1.054,0.027098832292997005
1991,C21orf91-OT1,1.597,0.0277953381277506
1992,CLEC2A,2.22,0.0278152623870936
1998,SLITRK2,1.666,0.0279220199682838
2023,FOXD3,1.861,0.0288320556625489
2030,OR5K2,1.4909999999999999,0.0292593985192681
2040,C1orf61,1.7109999999999999,0.0294426117703362
2045,ADGRF5,1.3730000000000002,0.0297836729049031
2051,WNT4,1.3159999999999998,0.0299589633419539
2053,DLGAP1,1.011,0.0300548959775781
2055,OLIG3,1.339,0.030161779038153997
2056,CHEK2P2,1.22,0.0301916598901217
2074,MIR181D,1.125,0.0308530700499836
2076,TRIM27,1.158,0.0308725789436254
2079,ZNF385D,1.071,0.0309257089931953
2081,ODF3L1,1.845,0.030965914257127004
2083,OTP,1.078,0.0310529056847295
2086,EPHA5-AS1,1.173,0.0311476013615404
2103,DBET,1.37,0.031673049513622
2109,CDH1,1.0759999999999998,0.0317676756970467
2122,LGI4,1.095,0.032143401605187
2135,ARRDC5,1.4969999999999999,0.0325603969159787
2137,NGFR,1.167,0.0325717888338263
2141,GAS2L2,1.444,0.0327851866761652
2142,SPINK2,1.8419999999999999,0.0327702279975517
2152,GBX1,1.297,0.0331045242561596
2154,XIST,2.411,0.0332224682982414
2156,JPH1,1.226,0.0332832370734883
2158,TDH,1.051,0.033317653460436004
2160,TMEM257,1.781,0.0333601496291132
2163,ARMS2,1.598,0.0334778023831091
2166,C11orf86,1.338,0.03360618997037
2176,PNOC,1.578,0.0341925514662185
2189,IL2RB,1.327,0.0345727509372853
2191,MRAP2,1.046,0.0346561828304915
2204,PCP2,1.167,0.035151742251418996
2207,SSX5,1.501,0.0351965643247487
2215,CD70,1.5030000000000001,0.0356330438161471
2224,LOC105372444,1.09,0.03588401790784101
2225,ZAP70,1.052,0.0359626942006457
2226,AKAP14,1.281,0.035936035724359
2234,CDC42EP5,1.131,0.0361866739574361
2248,PIK3AP1,1.3030000000000002,0.0366424056975171
2252,MMD2,1.473,0.0367997980368178
2256,ADAMTS7P1,3.115,0.0370954115154982
2282,RIMS4,1.137,0.0379151544794853
2301,NRN1L,1.185,0.0385756789203532
2309,ROBO4,1.473,0.0389566083485114
2313,CASQ1,1.0090000000000001,0.0389778483094341
2332,SLC39A11,1.409,0.0395900760281603
2345,C3orf80,1.036,0.039874927908228996
2352,TCEAL2,1.033,0.0403876819882571
2366,MYOZ2,1.6840000000000002,0.0406228791337104
2370,HSPA6,1.36,0.0408274514543997
2392,TUSC5,2.093,0.0414947046999583
2404,SLC26A7,1.321,0.041960865187621
2405,SPAG17,1.1340000000000001,0.0419879907234023
2408,LOC100505797,1.008,0.0420737819542122
2424,PIK3R5,1.861,0.0425089456869545
2443,PAX2,1.386,0.0431629287382486
2459,FXYD7,1.082,0.0441850447716605
2471,SCGN,1.8630000000000002,0.0445822730399545
2479,AWAT1,1.4880000000000002,0.0448297542629161
2482,C4A,1.943,0.0449810388523643
2488,KCNN3,1.237,0.0453259653634067
2490,RSPO1,1.489,0.0453528262686462
2502,CHL1,2.031,0.0457684173064941
2529,GPR88,1.0190000000000001,0.0468420671747263
2545,DEUP1,1.158,0.0473012616072655
2555,OR2C1,1.1640000000000001,0.0477577266793073
2571,EHD2,1.185,0.0483675785366215
2600,CDH5,1.105,0.0492552388571442
2606,CACNA1I,1.2109999999999999,0.049520704673244
2607,MYH14,1.114,0.0495927906174312
2612,ABCB11,1.61,0.0497576987860028
2616,CADM2-AS2,1.217,0.0498912097685067
5,HLA-DMA,2.1519999999999997,6.14037353530172e-07
7,TBR1,2.8339999999999996,5.8536823758098606e-06
9,KRT15,2.753,1.4692231384995099e-05
10,EMX1,2.396,1.85930327560707e-05
11,RPL9,1.588,1.79022409998891e-05
14,CSAG2,3.102,2.74929338470537e-05
16,LOC109864269,2.097,3.04375291467041e-05
22,SOCS7,2.0540000000000003,0.000148924185163075
27,MAGEA6,2.969,0.00027309656635112796
28,EOMES,1.597,0.000269697407215884
29,SKIV2L,1.556,0.000265319166058003
33,NANOG,1.095,0.000446989356218411
34,MUC16,3.234,0.000438432482327027
35,SOSTDC1,1.819,0.0004941430050791
40,CYP2D6,2.397,0.0005089234223395599
45,TUBB,1.145,0.0006990804005861611
51,DSG3,2.162,0.0007524741229320929
57,LTA,1.5490000000000002,0.00113180983848242
60,DKK4,1.976,0.0011826867339304599
62,CLCA2,2.305,0.0009790472994093981
65,TDGF1,1.831,0.0011976027829786302
67,AGER,1.194,0.00118928486068792
71,PAX8-AS1,1.2590000000000001,0.00118546978038991
86,EHF,2.315,0.00159900647794071
87,RGPD4-AS1,1.013,0.0016262948853801198
88,TP63,1.7109999999999999,0.0017086913622935199
89,RPPH1,1.402,0.00172623813442149
90,UPK1B,1.757,0.00169249220926969
95,TSPAN1,1.527,0.0018052511554705198
97,L1TD1,2.122,0.0018497658489126899
103,AMBN,1.7990000000000002,0.00207582343335138
105,FOLH1,1.11,0.00211242118719328
108,ATF6B,1.038,0.00230241421496837
112,FXYD3,1.797,0.00248544411261194
113,MIMT1,1.735,0.0024605154949039697
120,C1QTNF9B,1.0659999999999998,0.0027747545278934897
127,SLC6A14,2.063,0.00307057958621045
128,GSTM5,1.114,0.0031445686109828896
129,ANKRD65,1.044,0.00319297486517589
132,LINC00678,1.139,0.00334995787319132
136,EMX2OS,1.5959999999999999,0.00350963308745533
139,OTOL1,1.3319999999999999,0.0037159830475449796
143,NHLH1,1.295,0.0037646372675512398
145,CRYGC,1.4080000000000001,0.004017388294976929
147,LY6G5B,2.065,0.0040401112817949605
150,MIR106B,1.21,0.004220869081782429
153,VARS2,1.8769999999999998,0.0042337904892690795
169,GPR87,1.726,0.00569720212503152
174,RN7SK,1.0490000000000002,0.00607408634678982
175,MDC1,1.435,0.00614284893878471
185,ZSCAN10,1.3619999999999999,0.00664651857876834
189,ZIC4,1.062,0.00687561003777839
197,HCRT,1.411,0.007193061537817171
201,MAGEA2,1.433,0.00755037650231175
238,HIST1H2AI,1.123,0.0105338574147324
250,PKP1,1.47,0.00962648835835195
272,MIR4489,1.17,0.0107108136273305
273,PRL,1.067,0.0109154460021458
286,PAX5,1.4180000000000001,0.0113333858318988
287,ASNSP1,1.38,0.011672216768661998
290,LOC100506675,1.0270000000000001,0.0115120854296847
301,NXF2,1.253,0.0120282059165164
309,FAM162B,1.179,0.0148329556784858
316,ZNF750,1.197,0.0188234657956177
322,BARX2,1.053,0.0183740219334605
323,TRIM49D1,1.516,0.0159637447490115
336,S100A2,1.4869999999999999,0.0137184437703548
338,TRIM29,1.423,0.0175187400714666
345,CYP4F35P,1.264,0.0167442956022329
346,INHBA,1.013,0.0184318424403058
355,F13A1,1.238,0.0171254409792207
357,SCEL,1.194,0.0150522339692152
358,CLIC6,1.071,0.0185679399991693
360,KIAA0355,1.883,0.0138562639182242
364,AQP3,1.08,0.0167528979802445
367,CFI,1.058,0.0129142315036241
387,PRR3,1.2670000000000001,0.0179977695961797
468,CYP2F1,1.033,0.0194634987400477
494,PAGE2B,1.004,0.0205382934438104
510,ZIC5,1.76,0.0208982626440034
526,SCARNA16,1.045,0.0221249406193686
581,CYP26C1,1.493,0.025056055818222997
583,ZMYND15,1.031,0.0258402186263814
584,LINC01905,1.189,0.0272743909628125
591,NOXO1,1.008,0.0262352102310252
638,VRTN,1.153,0.0278484979229355
650,FOXD3-AS1,1.14,0.0286581886423007
662,SATB2-AS1,1.207,0.0295897320432423
792,MUC4,1.151,0.0364379200907505
831,RPP21,1.318,0.0384924906853116
844,DDAH2,1.153,0.0378555809497816
893,TAP2,1.3330000000000002,0.0436417474078064
915,C6orf47,1.15,0.0434348137756646
963,VSIG4,1.189,0.0452741605558851
977,CNPY1,1.27,0.0460716889870482
982,OGN,1.413,0.0464201065326121
984,NEUROG2,1.7519999999999998,0.046343552519964006
1147,IFITM1,1.268,0.0497619906500131
0,MOG,3.113,2.9307761183018503e-06
3,PI16,1.5830000000000002,3.7210875179350195e-06
5,LOC100506384,2.556,6.58751221988216e-05
14,ALOX5,2.0180000000000002,0.000321520158301637
20,ATP4A,1.163,0.00048620504131925495
27,AFDN-AS1,2.3369999999999997,0.0009647148157263599
37,SLC7A11-AS1,1.6119999999999999,0.00131016203908506
38,SNHG18,1.133,0.00158219562814296
47,WNK4,2.359,0.00163829149776269
48,ABCC4,1.3230000000000002,0.0014255088477949
53,ZNF28,1.805,0.0017923612437144602
72,GNL1,1.225,0.00264348223852155
83,DGCR11,1.227,0.00301855890370016
84,GTSF1,1.4409999999999998,0.00303979837155494
87,THEG,1.139,0.00320394888246372
88,OVOL2,1.626,0.00326056403528564
92,KLK11,1.2919999999999998,0.0036851412290217797
94,ALDOB,2.142,0.00383684223869625
100,TTK,2.241,0.00412135797825734
102,SERPINA3,3.917,0.00406245692589899
108,GNA14-AS1,1.899,0.00471881930040679
111,LOC100507564,1.5930000000000002,0.0046411435314074
113,LST1,1.66,0.0045961331588535706
114,LINC01344,1.05,0.00491173957864714
117,LINC01678,1.203,0.0044046873432062395
138,ZNF600,1.5319999999999998,0.005311070959797871
139,HLA-DRA,2.14,0.00583574332976986
151,ULK4P3,1.442,0.00608087695635348
153,TRIM26,1.062,0.0060405957570029605
155,CYP2S1,1.425,0.00631883583864698
158,COMP,1.151,0.00647133065239781
159,BTBD16,1.26,0.0066207227626177605
176,KIF19,1.107,0.007443133804688409
180,GRIP1,1.204,0.007778339401312309
193,ADAMTS14,1.169,0.00867880863493061
196,SEL1L2,1.511,0.00995542084259628
197,HHLA2,1.349,0.0095495098918507
199,LOC401472,1.411,0.00955010444307535
201,GPR171,2.675,0.00930778598064509
202,VDR,1.072,0.00913818698842757
204,TBX18,1.2329999999999999,0.0100698299144388
207,FBN3,1.537,0.0091695768482467
211,NPIPA1,1.228,0.0100586193605516
219,CREB5,1.114,0.00909083325991782
231,LAIR1,1.344,0.0109016032285751
412,CYP21A2,1.574,0.0461300028408569
658,TMEM92-AS1,1.631,0.0362028996168198
725,OOSP1,1.6480000000000001,0.0337627435159065
897,MIR4480,1.9140000000000001,0.0142605049639687
939,OR7E12P,1.626,0.0248629067034442
984,MYADML,1.411,0.029861502499098
1039,TMEM132D-AS1,2.123,0.0223017043542352
1041,INTS9-AS1,1.733,0.0140678595345602
1062,MYBPH,1.482,0.0384962992300643
1091,HLA-DPB2,1.993,0.0154766797411169
1229,LINC01498,1.768,0.0422984560963597
1237,LBX2-AS1,1.676,0.0217364220558147
1393,SPG20-AS1,1.12,0.04668209623813299
1411,OTUB2,1.5419999999999998,0.0458719390808533
1470,TNFRSF17,1.511,0.0274061656064925
1474,MIR648,1.213,0.0377405713291451
1547,OR6V1,1.159,0.0421302791557651
1573,ASB11,1.395,0.0199508028008458
1636,LINC00243,1.218,0.0370586472118852
1684,STK19,1.89,0.0143369999745758
1798,COL2A1,1.6119999999999999,0.0285590183218763
1826,URGCP-MRPS24,1.395,0.0173829211541926
1861,LOC101927793,1.385,0.0446794377551784
1931,MGAM,1.681,0.0459616521312295
1949,SULT1E1,1.238,0.0348156701346962
1991,LINC00648,1.253,0.0453707999458105
2232,EN2,1.129,0.0287427638915401
2378,DDX11-AS1,1.506,0.0346290100215971
2406,C17orf50,1.31,0.0149411352909562
2407,FAM46B,1.063,0.0205728803918807
2485,ZFP57,1.088,0.0242774367615028
2580,LRRC8E,1.122,0.0266894469566891
2595,ZPLD1,1.104,0.0223506751035104
2620,C9orf152,2.033,0.0345262348047362
2784,ADAMTS12,1.597,0.0267920865614821
2803,C9orf43,1.244,0.0149327775424228
2823,MYZAP,1.139,0.0261914118909262
2839,CYP39A1,1.4080000000000001,0.0359764264562613
2908,LOC101927780,1.508,0.018713068857296
2990,DMRTA2,1.305,0.0232084037886223
3011,TREH,1.686,0.0236480147987281
3070,PRSS50,1.003,0.0235842880238137
3117,WDR87,2.48,0.0216684779167684
3142,IL2RA,1.426,0.0387539202797635
3210,SLAMF8,1.056,0.031955498541604996
3221,LINC02393,1.585,0.0354542036338888
3523,TNFRSF13B,1.095,0.02580468192381
3708,CPXM1,1.109,0.0420237049474221
3739,C1QTNF3-AMACR,2.246,0.0382816783399072
3793,ADGRF3,1.2819999999999998,0.0436640127645274
4021,GPI,1.453,0.0247847998278867
4381,STAB2,1.581,0.0210691028583593
4486,RARRES1,1.248,0.0342994275682618
4694,DNAH10,1.092,0.0215651990729557
4935,LINC00323,1.071,0.0224699602321087
4965,APOC4,1.507,0.0261859785214333
5008,SASH3,1.301,0.0199138825321887
5073,SHBG,1.4140000000000001,0.0272859956762474
5968,LCTL,1.202,0.0257764625631511
7989,ADAMTS16,1.091,0.0128931062095098
9227,DES,1.104,0.0175207236581035
14767,MIR219A2,1.002,0.0137782935802734
8,PCSK5,7.51,2.3813921941813198e-07
9,ALDH6A1,1.3230000000000002,3.00133015727419e-07
13,NWD1,1.6769999999999998,5.65536813179278e-07
17,DTNA,1.298,6.70084627006324e-07
22,BAG3,2.135,1.35112862520495e-06
24,S100A9,2.889,1.7978863255309897e-06
28,IL4R,2.271,1.58600877148073e-06
29,MSI2,1.385,1.6452990336239799e-06
41,RNR2,1.161,2.6509570254422698e-06
54,CP,2.313,4.5346918742612605e-06
55,ZIC2,1.5419999999999998,5.271375043759559e-06
60,STON2,1.4709999999999999,6.17532452434359e-06
61,RHOBTB3,1.595,6.2931022087400005e-06
66,MYBPC1,1.304,7.358659170790351e-06
67,S100A12,3.307,7.79076936027256e-06
78,IFITM3,1.295,9.54041725020558e-06
81,SOCS3,3.032,1.0101801178270401e-05
90,HIPK2,1.579,1.4014736172150199e-05
96,MT2A,1.307,1.6221850781796e-05
97,MRVI1,1.364,1.89105304548673e-05
99,MLC1,1.4169999999999998,1.8972424671210602e-05
103,KIF1C,1.495,1.97454690795608e-05
104,COL9A1,1.59,2.02639227020706e-05
107,LOC339874,2.9160000000000004,2.28190893965924e-05
108,HFM1,1.827,2.34630322130948e-05
109,REST,1.2990000000000002,2.2898217581554102e-05
111,ALDH4A1,1.375,2.29363258533789e-05
117,ANKRD18A,1.949,2.80902133233942e-05
122,TUBB2B,1.3719999999999999,2.9404922917289e-05
125,FAM107A,1.2229999999999999,3.1344821630458504e-05
144,FIGN,1.258,4.6109876761877e-05
147,HIF3A,1.4809999999999999,4.97194817381324e-05
153,CEP152,1.85,5.1648447252611605e-05
162,MCC,1.506,5.7623995767926096e-05
169,CHI3L1,2.504,6.11641450057424e-05
171,HEPH,1.429,6.2786736095198e-05
172,SBNO2,2.056,6.41528706975011e-05
173,MELTF-AS1,1.235,6.39909445296146e-05
178,RAB31,1.018,6.7733640892489e-05
179,MT1X,1.6909999999999998,7.19883875068025e-05
180,IL17RB,1.264,7.10392028353247e-05
186,BCL6,1.09,7.35985314953059e-05
190,ND4L,1.2790000000000001,7.53972926801068e-05
205,GPR4,1.92,9.7923290426838e-05
206,ERBB2,1.212,9.770789447511159e-05
210,ALDH7A1,1.129,9.907075618931421e-05
211,TNFRSF6B,1.9169999999999998,9.99164402802895e-05
214,GNG12,1.227,0.00010352015851147
217,PAIP2B,1.87,0.00010638973731736
221,ITPKB,1.273,0.00010868636421063001
224,TMEM176A,1.104,0.00011257070464716699
232,ARMC8,1.08,0.00011911819771832901
234,PRR26,2.235,0.00012079951303800701
237,GCNT3,2.502,0.000124440798213226
239,MAPKAPK2,1.024,0.000123973192748955
251,S100A8,2.555,0.00013848546802358502
259,GNA12,1.094,0.000149847856388055
262,NQO1,1.952,0.000153966964385373
265,PAX6,1.051,0.000166942188056356
274,SOX9,1.57,0.000175027984162763
277,EPHX1,1.196,0.000179852003358917
282,LAMA1,1.444,0.00018633781136678798
283,OXTR,1.675,0.00018789626776593302
289,NTSR2,1.219,0.00020231724079546599
291,TP53BP2,1.561,0.00020240949321882
292,KCNIP4-IT1,1.391,0.00020503072247248798
296,EHMT1,1.195,0.00021278838049593302
298,SLC14A1,2.033,0.000220180328617934
305,ZNF680,1.253,0.00023239868292672
313,MAML2,1.4369999999999998,0.00024865436998438596
314,GOLIM4,1.122,0.000250303934577192
315,IGDCC3,1.249,0.00025110228670012204
316,PRKX,1.285,0.000254029557555769
320,MGST1,1.16,0.000257391717661486
321,ACACB,1.055,0.00026131365607056804
322,BCL3,1.5090000000000001,0.000268072019487348
323,TGFB3,1.601,0.000267469180268571
326,SAMD9L,1.422,0.000271866074783913
327,KLF15,1.281,0.000271557364320078
328,DMD,1.046,0.000272706814136985
329,LRP10,1.12,0.000273794095412901
332,HGFAC,1.81,0.00028247477676797
333,LINC01287,1.64,0.00028308299793439304
334,CPT2,1.145,0.000284317778033094
337,LINC01588,1.479,0.00028963386830040697
340,ADGRV1,1.359,0.000301264298382956
341,SIX3,2.334,0.000306520804003788
347,LINC01546,2.825,0.00033489341149058396
348,PLCB3,1.347,0.000335504172776041
349,TP53,1.483,0.000335107111082665
350,MERTK,1.3840000000000001,0.000328581600583106
352,LINC01873,1.193,0.000327348730891168
366,MGC16275,1.395,0.00036543617994107996
374,SMO,1.3,0.000371341816249785
375,NPAS3,1.097,0.00037155978038116804
381,ADD3,1.129,0.000378561503227082
383,PLIN2,1.158,0.00038984986094125
385,ANGPTL4,1.7280000000000002,0.0003832680123026
393,ND5,1.351,0.000383991127121075
396,LIMD1,1.111,0.00039486852432989
401,GLI2,2.1430000000000002,0.000416938601844223
402,TGFB2,1.275,0.000420110004073574
404,DOCK1,1.079,0.00042331229592783596
408,CA12,1.65,0.000450201175025913
410,CEP250,1.034,0.00044712964136827
417,BARD1,1.725,0.00045474353685699806
419,ND6,1.38,0.000455488765400433
421,LINC01354,2.029,0.00046376060415650896
422,MID1,1.263,0.00046627204681957805
432,LOC100506142,2.5839999999999996,0.0004892025380437361
434,CNTLN,1.115,0.0005060193425396831
437,KLRC4,2.9360000000000004,0.0005167720693196401
440,ABCA1,1.411,0.000513897738904298
445,OSTM1-AS1,2.174,0.0005287129438831349
447,LOC105370973,1.808,0.0005374933216792419
448,TPD52L1,1.297,0.000533389644074315
454,SERPINB11,3.528,0.000546395848927633
459,PITPNC1,1.1179999999999999,0.000551611012994031
466,PCDH15,1.3230000000000002,0.000571905056315461
474,PIPOX,1.0490000000000002,0.0005982426581552099
475,PLSCR4,1.358,0.000594336355212053
479,NEK11,1.089,0.000611183313998929
484,NPC1L1,2.986,0.0006289183042877019
495,KAT2B,1.121,0.000652666218862036
497,MAP4K4,1.18,0.000651918072762379
503,AMOT,1.325,0.0006703647251616269
509,FGF2,1.444,0.000698970897667196
513,OSBPL11,1.216,0.000704484471589464
521,PBXIP1,1.0270000000000001,0.0007181654293085371
522,RNF219-AS1,1.651,0.0007236440431344019
526,F11-AS1,2.44,0.000743935375725304
530,PDK4,1.506,0.00074969495833561
539,MDFIC,1.4069999999999998,0.000758233168546973
545,ADARB2,1.186,0.000779079549020346
551,PGAM2,1.71,0.000802066250799862
562,HELZ2,1.442,0.000848837125543299
565,BCAS1,1.564,0.0008584058628817701
566,KIAA1161,1.147,0.000860825378305809
569,CABLES1,1.157,0.000879170585753283
574,DBIL5P2,3.02,0.0008885416493888391
576,ADAM32,1.061,0.000901320919930967
579,ITGB4,1.251,0.0009153394051994949
580,EDN1,1.507,0.000917272863947669
582,FCGR3B,3.5039999999999996,0.00092730387758455
584,RFX2,1.38,0.000929642687162417
586,ZNF660,1.4709999999999999,0.0009380921832090961
588,CHST3,1.237,0.0009351792922418699
592,PCDHB1,1.232,0.0009460081698580881
595,ALAS2,3.4589999999999996,0.000950952473053173
599,GADD45G,1.2329999999999999,0.0009702212543974949
602,FAM92B,1.3730000000000002,0.000975442547044862
612,S1PR1,1.294,0.0010123968362213199
616,PLIN5,1.1520000000000001,0.0010397689296743
619,MTSS1L,1.0190000000000001,0.0010630591514208599
620,CYP1B1-AS1,1.588,0.00107988084242239
624,EFCAB3,1.4169999999999998,0.00108918285534981
627,NINL,1.0290000000000001,0.0010935916344681
628,DXO,4.013,0.0010986554731653901
630,LGALS3,1.01,0.00110294914775361
631,ADPGK-AS1,1.745,0.0011115457062168801
640,ESR1,3.345,0.00113462071730076
643,IL6,3.653,0.0011473950074064301
660,LINC00939,1.337,0.0012088863697153
661,BBOX1,1.308,0.00121117296725874
664,MEGF10,1.484,0.00123332938176984
665,NME6,1.038,0.00123866711670535
673,IKZF2,1.4980000000000002,0.0013113487268848099
682,NPIPA7,2.116,0.00134824594015888
688,CDC14A,1.705,0.0013939443218416
689,ZDHHC15,1.015,0.00139203037502007
691,FLJ16779,1.1179999999999999,0.0013896679061743099
703,YAP1,1.32,0.00143791002567972
709,ARHGEF26,1.3780000000000001,0.00148245041764343
710,PTCH1,1.028,0.0014790023592812802
714,SLC2A4RG,1.002,0.0014849007083139998
719,BMPR1B,1.273,0.00151342428095601
727,CSF1,1.11,0.0015374859743080699
730,PHKA1,1.29,0.00154548612466374
734,ZBED6,1.358,0.0015519829748956901
737,NTRK2,1.032,0.0015598587347539
741,LRAT,1.479,0.00158490231242502
751,FKBP5,1.163,0.00167517161076101
753,TAF2,1.137,0.0016826971006569
755,SELE,3.214,0.00170406627121692
758,FOXJ1,2.594,0.0017303283560745
761,HSPB9,2.169,0.00173846543831663
767,ZFHX4,1.021,0.001767522608212
769,DTX2,1.936,0.0017794334959825102
770,NOTCH2,1.1520000000000001,0.00177889776216293
771,NEK7,1.034,0.0017865533864002898
773,FBXL13,2.488,0.00179380351871995
785,EGFR,1.288,0.00187155572307113
798,PLPP3,1.195,0.0019207688012665603
803,PAPLN,1.2890000000000001,0.0019402206415578302
805,LRP4,1.05,0.00194981631759032
820,GAREM2,1.0090000000000001,0.0020381117918103603
821,CCDC38,1.944,0.00204862950974867
825,TDRG1,1.607,0.00206087096804301
826,GHET1,1.003,0.0020677383332632
837,SPINK9,1.52,0.0021639140157328303
849,RHOXF2,1.9869999999999999,0.0022298848222896397
853,C1orf141,1.9909999999999999,0.00225128280463123
854,LRRIQ1,1.2209999999999999,0.00225073204213621
856,DPY19L3,1.1340000000000001,0.00225224314481153
862,GPR35,1.433,0.0022755272524652
865,ABCB7,1.172,0.00230533697826202
876,CCL2,2.6860000000000004,0.00236438469531234
882,LOXL3,1.139,0.00244859558534057
883,NBPF26,1.8880000000000001,0.0024551625941589997
897,GAB2,1.064,0.00250543381970932
901,ADM2,2.472,0.00253077975839173
910,KLRK1,1.432,0.0025987657968419998
914,PHKA2,1.0959999999999999,0.00262007243112875
917,BLM,1.018,0.0026469766472631
919,TMPRSS3,1.75,0.00265368869147758
921,MT1A,2.197,0.0026720625573997603
922,ZNF366,1.6030000000000002,0.0026711024390025802
926,PHC3,1.149,0.00270405756991817
927,CYP3A43,2.309,0.0027106706623780397
932,TLCD1,1.314,0.00273654642611224
936,TNFSF13,1.262,0.00277146071824738
938,CFAP53,1.361,0.00278790062158446
947,GRIN2C,1.1079999999999999,0.0028562901907736604
949,MRO,1.215,0.00285178129441498
959,NEDD1,1.5530000000000002,0.00298926948314749
964,ZNRF3,1.051,0.0029823333105033303
972,F3,1.534,0.00306464593864593
978,GRAMD3,1.153,0.0030908826735439802
982,ETNPPL,1.383,0.0031163631242593303
985,SYCP3,1.3,0.00315260521251507
986,NPFFR1,1.203,0.0031631254897510302
987,OSMR,1.193,0.00315970382432722
989,LIFR,1.082,0.00315869173305619
991,PIK3C2A,1.061,0.00317245765532339
992,CHI3L2,2.616,0.00318480338520045
994,GPR146,1.811,0.00319857682635358
996,ACBD7,1.156,0.00319760299881234
997,TGFBR1,1.318,0.00320344911431614
1000,SH2D7,3.431,0.0032399003599259397
1008,SLCO4A1,1.3359999999999999,0.00327328887424337
1009,PPP1R13L,1.0490000000000002,0.00329578084426853
1021,BAALC-AS1,1.297,0.0033976594053719603
1028,SDC4,1.026,0.00344078407093885
1031,GJA1,1.449,0.00345865521260876
1034,ANO9,3.928,0.00348067935852304
1037,HILPDA,2.094,0.0034937932472943103
1038,NOTCH2NL,1.242,0.00350257631809061
1042,NEXN-AS1,1.255,0.00352871126384303
1048,LINC01554,2.1319999999999997,0.00357615436085416
1049,FAM106A,1.22,0.0035737478497573
1052,ZEB2-AS1,1.67,0.0035849874488001897
1058,JMJD6,1.042,0.00364171178712065
1065,LOC440700,2.34,0.00369670076211344
1079,ERBIN,1.1159999999999999,0.00378316778287664
1080,TRIM73,1.217,0.0037913151018487
1086,MRVI1-AS1,1.883,0.00384871995972349
1089,LINC00550,1.307,0.0038748147833065705
1093,LINC02003,2.438,0.00390530525934743
1110,RGCC,1.035,0.003999616388277971
1111,SCARNA17,1.271,0.00401862376459167
1115,GPC2,1.1420000000000001,0.00405768189149458
1116,GLIS3,1.114,0.00407036687985159
1117,LFNG,1.124,0.0040682279316309605
1122,LMNB1,1.21,0.00408940758435072
1126,PON2,1.0190000000000001,0.004128268559266171
1129,VSX1,1.245,0.00415714063112956
1130,HTRA4,1.0979999999999999,0.0041638366384167
1140,BAIAP2L1,1.6159999999999999,0.00429209306381704
1143,LOC100506869,1.7369999999999999,0.00431211761350809
1147,DNAH7,1.123,0.00432935180350544
1148,LOC100128494,1.11,0.0043542532398224395
1156,POU3F4,1.214,0.00445516623907934
1160,PRODH,1.107,0.00451435259596759
1163,FCRL2,1.246,0.00456255163950154
1174,MTTP,1.6740000000000002,0.00467325475720435
1176,MT1M,1.274,0.004696315139843079
1182,RBM38,1.077,0.0047165667923607605
1183,TP53INP2,1.195,0.004744771665948729
1184,KLRG1,1.235,0.00475482817886335
1198,ADH1B,1.6569999999999998,0.00486584088606329
1211,HSPB1,1.197,0.00501313879652959
1212,GMNN,1.078,0.00502187271284643
1213,RHOJ,1.02,0.00505152945864744
1214,SIGLEC14,2.312,0.0051529055448802106
1216,KRBA2,1.227,0.0050929084321812606
1217,PCDHGB6,1.2209999999999999,0.0051349016659878
1218,FUT2,1.139,0.005081692711794279
1224,PLEKHG1,1.047,0.00508645295857441
1225,LYN,1.063,0.00510710162165504
1226,PARP14,1.104,0.00509945589044625
1239,ACTL6A,1.286,0.00522439983308936
1247,RP1,2.878,0.00529335506321461
