,Gene_symbol,Log_FoldChange,PValue
707,EGLN1,-1.4569999999999999,0.0010285224342903802
708,IL1R2,-2.4619999999999997,0.00103131939143357
709,MIR219A2,-4.018,0.0010359772905927
710,SLC16A3,-1.131,0.0010363461719472401
712,TEAD3,-2.6069999999999998,0.00106996416075096
713,KCNH7,-2.955,0.0010508114902666
716,CASS4,-1.5290000000000001,0.00106621262096036
717,UHRF1BP1L,-1.0270000000000001,0.0010562125991704198
721,F5,-1.058,0.00106453776874128
722,NAIP,-1.217,0.00105969276991402
724,RELT,-1.204,0.00105297259930495
725,ZFP36L1,-1.1320000000000001,0.0010621247341924
729,MAP1LC3A,-1.881,0.0010844760456002
730,HBEGF,-1.107,0.0010832428994957401
731,GNG10,-1.605,0.00108261276400143
732,PACSIN2,-1.2309999999999999,0.00107820549213039
733,CEP19,-1.723,0.00108909742416793
734,NCF1C,-1.4969999999999999,0.00109151042005544
736,KIAA0232,-1.06,0.0011104784015989
737,MGAM2,-3.012,0.00111503588856687
740,LY96,-1.6269999999999998,0.00112355735686604
741,C14orf159,-1.103,0.0011266432186748
743,MYH10,-1.405,0.00113232628811841
744,SIRPD,-1.358,0.0011409790736505
745,SECTM1,-1.266,0.00114410677449939
749,UBTD1,-1.124,0.0011762844095891199
750,PLBD1,-1.014,0.00118286871889989
751,HCK,-1.166,0.00119992264335809
752,NT5DC4,-2.302,0.00120494874244645
753,ORM1,-2.002,0.00121401842295445
754,NCOA1,-1.0290000000000001,0.0012146383907133801
755,ZFYVE16,-1.07,0.0012170842572590901
756,TAS2R40,-3.005,0.0012232607388335199
757,INPP5A,-1.021,0.00122218505987631
758,PROK2,-2.49,0.00122207206932804
760,ASPRV1,-2.126,0.00123331087809301
761,UBE2S,-1.348,0.0012369324448428599
762,TNFAIP3,-1.3530000000000002,0.00123942488042801
764,RBM7,-1.024,0.00124515823358371
765,LOC729603,-1.355,0.00125367745344223
766,JMJD1C-AS1,-1.5830000000000002,0.00125857599177152
767,FMN1,-1.723,0.00126545899395876
769,SSH1,-1.006,0.0012720327320580901
770,RBM27,-1.285,0.0012741818943442802
771,LINC01506,-2.162,0.00127581523918179
772,LGALSL,-1.734,0.0012795089325299302
773,MIR223,-1.03,0.00127930017749043
774,ASF1B,-1.419,0.00128602597552725
775,TOPORS,-1.24,0.00128476100559104
776,CECR6,-1.482,0.00129226582943945
778,ASPH,-1.5759999999999998,0.00129716653424198
779,CA12,-2.312,0.00130254457727438
780,BICDL2,-2.5669999999999997,0.00130547843083411
782,WDFY3-AS2,-1.6909999999999998,0.00131295565755106
784,ANKRD44,-1.002,0.00132724244461686
785,LYN,-1.3030000000000002,0.00133232781372783
786,PPL,-2.8989999999999996,0.0013354761333136801
787,FOXQ1,-3.574,0.00134473059867626
788,VNN1,-1.05,0.0013432448264735
792,ACSS3,-1.929,0.00136263311463062
793,UBR2,-1.1179999999999999,0.00136906597301659
794,PLAU,-1.725,0.00138094643875126
795,KIAA1211L,-1.5719999999999998,0.00138175712147414
796,GADD45G,-2.312,0.00139139556369759
797,ADGRG3,-2.513,0.00139041215083552
798,RASSF3,-1.08,0.0013973445834662699
805,RAB5A,-1.018,0.00143700580175892
807,PPP1R15A,-1.614,0.00144389772090659
809,ORAI2,-1.034,0.0014542047253086599
811,GALNT14,-2.344,0.00145689471810237
812,JUNB,-1.443,0.00146558836787206
813,LINC00528,-1.818,0.00147251111480089
819,CANT1,-1.24,0.00149929784337949
820,ARRDC4,-1.26,0.00150357639083445
821,CBLN2,-2.045,0.00151524895394103
824,MIDN,-1.4080000000000001,0.00151620726233171
825,CLEC4E,-1.296,0.0015334035456432199
829,PDZD3,-1.8090000000000002,0.00154934409384635
831,LOC101929412,-2.963,0.00155170553458539
832,OR10V2P,-2.464,0.0015659263537156
833,C17orf107,-1.837,0.00156742041106076
834,RN7SL1,-2.529,0.00156706602111804
835,CD177,-2.8930000000000002,0.00156680463003402
838,FAM8A1,-1.3940000000000001,0.00156816916806876
839,DDX60L,-1.121,0.00157517612779774
840,GMIP,-1.131,0.00158890770114795
842,NLRP6,-1.712,0.0016001470593762699
844,LCN6,-4.1339999999999995,0.00161801244101661
845,NR4A3,-1.8869999999999998,0.00161567260661116
847,TUBA1A,-1.187,0.00161887560466159
848,C1RL,-1.135,0.00162802476408982
849,UBE2D1,-1.034,0.00163227748035777
851,GLI1,-1.6909999999999998,0.00164432281288567
855,ARG1,-1.263,0.00165899806693358
856,ABCC6,-1.14,0.00166095724483165
858,KLHL11,-1.087,0.0016729121735313
860,CXCR2,-2.7539999999999996,0.00167639703621367
861,IER2,-1.587,0.0016833597371777801
862,OXER1,-1.5019999999999998,0.0016887880815181
864,DNAH7,-1.482,0.00170310724037864
865,CSNK1A1L,-2.8369999999999997,0.00170741705611821
870,IFNGR2,-1.014,0.00172281400901464
871,ATXN1,-1.034,0.00173431449080927
872,PDE2A,-1.232,0.00174391893034029
876,TSEN34,-1.472,0.00177586737626253
881,TRIM27,-1.382,0.0018220521447754301
882,LINC00211,-1.659,0.00182209618624665
883,OSGIN2,-1.04,0.0018170715306643102
884,FCGR1A,-1.27,0.0018149542387156199
886,GABARAPL1,-1.22,0.0018188579545414302
888,LITAF,-1.496,0.0018225170271079603
889,RNF149,-1.288,0.0018316472394881301
892,HIST1H1C,-1.432,0.00184947073689893
893,CHI3L1,-2.484,0.0018490214161371102
895,MXD3,-1.3359999999999999,0.00186003535903701
897,FEZF2,-2.577,0.0018691075222903898
898,TCTEX1D4,-1.547,0.00187102646034771
899,KIAA0319,-2.4290000000000003,0.0018683872504786899
904,PRLR,-1.392,0.00189263421259833
909,TNFAIP2,-1.276,0.00189805053003665
910,NIPAL1,-1.705,0.00191056762159525
914,PPT2,-3.165,0.0019316833346755698
915,ATF3,-1.181,0.00193153693183734
917,CDC42EP2,-1.324,0.00194450914539329
920,MCTP2,-1.5130000000000001,0.0019516805033078898
921,PHF21A,-1.048,0.00196619813052677
922,TP53I11,-1.1079999999999999,0.00197361684058473
923,TMEM140,-1.173,0.00198311785674653
924,IDS,-1.1340000000000001,0.0019929318639749
925,CHSY1,-1.13,0.00202051482783534
926,KRT26,-2.363,0.00204778872329627
927,SEMA3B,-1.581,0.00204678096809407
928,MAP2K4,-1.001,0.00204521346078038
929,KCNE3,-1.006,0.00204607522024916
930,LAT2,-1.05,0.0020469324488397397
932,POMK,-1.145,0.00206412019470988
933,TREML2,-1.63,0.00206493510059887
934,FAM174A,-1.431,0.0020712796855985303
939,TIGD3,-1.7480000000000002,0.0020968225460941
940,AIRN,-2.342,0.00210823305292574
941,PPCDC,-1.226,0.00211040124401651
942,JMJD6,-1.301,0.0021106758410532897
943,DSC2,-1.7630000000000001,0.0021162019849609802
945,ST6GALNAC2,-1.841,0.0021479597245943802
946,PRDM5,-1.423,0.00216459025129454
947,ISL2,-2.041,0.00216413996602587
948,PTPRJ,-1.058,0.00216320045293926
950,NABP1,-1.2,0.0021868044665710002
951,CLDN10,-2.8280000000000003,0.00219301182660736
954,ZFP91,-2.5980000000000003,0.00220683320367922
955,DNAJB5-AS1,-3.4419999999999997,0.0022091771904776698
956,CALD1,-1.396,0.0022140253953590898
957,FBXL13,-2.639,0.0022428533514461
958,C19orf35,-1.15,0.00224396919120967
959,PLK3,-1.167,0.00224928660989285
961,SPAG9,-1.055,0.00226452539874413
966,CADM4,-1.435,0.00229879972862965
968,GSN,-1.109,0.00230631467859581
969,SIGLEC10,-1.266,0.00231013640368092
970,C16orf72,-1.026,0.00232613646399409
972,UBE2W,-1.001,0.00234412765787089
973,NFKBIA,-2.003,0.00234347910045486
974,XPO6,-1.3969999999999998,0.0023467527415419803
981,NUAK2,-1.253,0.00237278951875147
982,NRBF2,-1.609,0.00237761518243751
985,TRIM58,-2.423,0.00243102876011961
986,H3F3A,-1.227,0.00243434506676768
989,OTX1,-2.8139999999999996,0.0024549789990329397
990,CLEC18C,-1.729,0.0024871981702481198
994,COL18A1,-1.636,0.00251287590390373
995,FOSL1,-1.594,0.00253481298907366
997,TRIM40,-3.295,0.0025457454118518103
999,DNAJB9,-1.015,0.0025575940442388104
1001,PIGX,-1.038,0.00257072957165216
1003,SEMA4B,-1.008,0.0025841252357314396
1004,ZFP36,-1.344,0.00258895430009082
1005,PNPLA1,-1.111,0.0025941146900552
1007,LOC102723526,-2.434,0.0026167943181655802
1010,CNTNAP3B,-2.3169999999999997,0.0026279411199879397
1012,C15orf39,-1.103,0.00264459589478358
1014,KLHDC8B,-1.0859999999999999,0.00266968357053593
1016,SPP1,-3.2230000000000003,0.00269357353241163
1020,SPAG1,-1.139,0.00269561417779602
1022,GPSM3,-6.749,0.00268562906258939
1026,TNFRSF1A,-1.115,0.00268709189628091
1027,TPST1,-1.6480000000000001,0.0027266056684552803
1028,LRP10,-1.173,0.00272855358527151
1032,CHGA,-2.155,0.00277402917103937
1037,IKBIP,-1.188,0.00279249151531352
1038,NUP214,-1.155,0.00278810356522888
1040,IMPDH1,-1.063,0.00279062794244288
1041,GRIP2,-1.9069999999999998,0.0028014741552432
1043,CASP5,-1.5959999999999999,0.002832903112907
1047,PGS1,-1.0090000000000001,0.00282809972910882
1048,WWC3,-1.016,0.00285020680194063
1049,PILRA,-1.114,0.00285350031391498
1052,CR1L,-2.259,0.00288983438289554
1056,MAPK13,-1.136,0.00291305553324158
1059,LPAR2,-1.402,0.00293287116653181
1070,ZNF117,-1.3559999999999999,0.00302263339447274
1071,ZBTB9,-1.7719999999999998,0.00302669014406322
1074,PSG6,-3.207,0.0030572579324996897
1075,CTDP1,-1.7469999999999999,0.00306246857966262
1076,LIMK2,-1.376,0.0030647474823964397
1079,FCGR1CP,-1.59,0.00307315370505101
1081,TNFAIP6,-2.105,0.0031030203782434
1083,RSC1A1,-3.4339999999999997,0.0031191157701372
1086,CBSL,-2.806,0.00312698878660796
1087,MIR373,-2.242,0.00314337787372472
1088,STARD10,-1.091,0.00314908071166805
1089,LINC00639,-1.838,0.00316266381760897
1090,C9orf84,-2.315,0.0031628925920968803
1092,C10orf10,-1.38,0.0031711902176515603
1096,DENND5A,-1.022,0.0031946635407152897
1097,RICTOR,-1.042,0.0032019653606997303
1103,FBXW7,-1.001,0.0032445445174231
1105,SIAH2,-1.139,0.00325617054334608
1106,ST3GAL4,-1.3530000000000002,0.00326164459619573
1107,SNTB2,-1.8940000000000001,0.00327556441265858
1108,ZNF295-AS1,-1.767,0.00328934801086692
1112,ZC3H12A,-1.2670000000000001,0.0033171850952054397
1113,TREML4,-2.673,0.00333322285370335
1115,DNAJC25-GNG10,-1.4909999999999999,0.00333869053531019
1116,ICAM3,-1.194,0.00336056696359619
1117,SYT2,-1.4580000000000002,0.00336421691528462
1119,MOG,-2.158,0.00337681919127995
1121,TLR9,-1.278,0.00337509393432338
1124,CPED1,-1.06,0.0034218888381568
1125,OSBP2,-2.251,0.00342089595431587
1126,STK40,-1.1059999999999999,0.00343581683894237
1129,LINC01168,-3.36,0.00348377473466142
1131,ARHGAP9,-1.181,0.00348620887025715
1134,AVIL,-1.3940000000000001,0.00350756297719251
1136,ERGIC1,-1.032,0.0035259654553768103
1137,SLED1,-1.895,0.00353575208970725
1138,NPFFR2,-1.7380000000000002,0.0035517030063741202
1144,CAMKK1,-1.033,0.0036027781673942
1146,CFAP45,-2.116,0.00362703303507676
1147,FKBP8,-1.128,0.0036240236167680603
1149,LOC399715,-1.382,0.0036533479705973104
1150,FAM65B,-2.439,0.0036921562038781
1152,HLA-DRB1,-2.352,0.00371808598242238
1161,DYRK3,-1.589,0.0037894622614326
1162,LOC100128770,-2.001,0.00379164711871481
1164,PREX1,-1.068,0.0038134069611094
1165,PPP1R18,-2.421,0.00382698020278659
1166,RNF152,-1.8230000000000002,0.0038333766330344602
1171,RPGRIP1,-1.4469999999999998,0.0038931319380297296
1176,LOC101927851,-1.569,0.0039522163642818796
1178,KCNE1,-1.074,0.00394686090983706
1185,BCL3,-1.272,0.00404505225814867
1186,VSIG8,-1.699,0.00407078995849232
1189,LRRC25,-1.032,0.00407982196017999
1190,P4HA2,-1.56,0.0040850165516164
1191,PHLDA2,-1.449,0.00410050495484952
1193,EGR3,-1.755,0.00409453231628487
1196,MTHFS,-1.038,0.00412438822288915
1197,LOC105373191,-1.393,0.00414429426364271
1202,CXCR1,-2.662,0.00417541435025884
1203,TMEM91,-1.0390000000000001,0.0041840073668722895
1205,LETM2,-1.155,0.00420355118451914
1211,HIST2H2AB,-2.065,0.00423494488789481
1212,IL27,-1.62,0.00423435380571444
1217,CEP63,-1.113,0.0042682045222856395
1218,MAP1LC3B,-1.046,0.004291177699810421
1219,HIST2H2BE,-1.2329999999999999,0.00431609818922706
1220,G6PC,-1.558,0.0043222066090267295
1221,FOSB,-1.496,0.004365571910660979
1223,C3orf62,-1.133,0.00439550475280781
1225,B4GALT5,-1.1340000000000001,0.004398437313367479
1229,N4BP1,-1.095,0.00441827131248241
1231,MIR5194,-2.678,0.0044320311340125896
1232,DOC2B,-1.494,0.0044485559053992
1237,ALOX5AP,-1.1540000000000001,0.00448095553569996
1238,MIR4257,-1.75,0.0045304945727164
1241,PLEKHM1,-1.015,0.0045561287003006105
1243,IRF2BPL,-1.094,0.0045721608864381395
1244,TRIM9,-1.723,0.00459135210427559
1246,LOC105369758,-1.3980000000000001,0.00461162297125092
1248,LOC105371730,-1.454,0.004671729378625471
1250,MYADM,-1.013,0.00469823878771882
1252,DDAH2,-2.23,0.00471622966118595
1253,IFITM3,-1.5919999999999999,0.00472249699175978
1261,LOC100128905,-1.831,0.00482578530755348
1263,FAS,-1.125,0.0048459433165927894
1267,S100A11,-1.113,0.00484276242322372
1269,CCNL1,-1.165,0.00487539037964336
1270,CLDN9,-1.84,0.0048797027419605205
1276,LOC100507391,-1.578,0.00495524453406501
1277,HIST2H2AC,-1.64,0.0049601617357311
1281,ITGB4,-1.4869999999999999,0.0050053246283661
1283,LOC102723373,-1.146,0.00504103900251396
1287,MRGPRE,-3.9610000000000003,0.0050715913195440296
1290,MFSD6L,-1.905,0.00512649199320009
1291,LOC105371416,-1.256,0.0051541844108017
1293,SH3GLB1,-1.033,0.00517627981185039
1295,NFKBIZ,-1.187,0.00516524522896984
1300,DUSP5,-1.1640000000000001,0.005200469824248721
1302,TNFSF10,-1.046,0.005199605102768821
1303,ATG16L2,-1.105,0.0051989655251531396
1304,FBRS,-1.057,0.00521843676450019
1309,SPR,-1.158,0.00527844766623498
1312,LOC105369486,-2.345,0.00535686685798915
1313,HEPACAM2,-2.7910000000000004,0.00535619069632327
1315,TNFRSF9,-1.156,0.00539139565887346
1317,XKR3,-2.3890000000000002,0.00541268236625181
1318,LYVE1,-2.008,0.00543456567050517
1322,PKN2-AS1,-1.7930000000000001,0.00550538102786436
1323,OPLAH,-1.146,0.00554612720000335
1325,MSL1,-1.052,0.00553809759047565
1327,PNRC1,-1.219,0.00557837128654783
1328,PDE1C,-2.793,0.00560229105523628
1330,MIR3181,-3.057,0.00561238926213931
1331,RAF1,-1.016,0.00561786546036727
1336,DHRS9,-1.732,0.0056969252695317895
1339,LINC01531,-1.443,0.00573658802147751
1340,RAB33B,-1.1079999999999999,0.00574434296043377
1341,GAREM1,-1.6740000000000002,0.00575127683116311
1344,HIST2H3C,-1.5390000000000001,0.00579933981845916
1345,HIST2H3A,-1.5390000000000001,0.00579477391394215
1347,PADI4,-1.045,0.00581508556601713
1358,FLJ45079,-1.915,0.00592624936909429
1359,ST20,-1.501,0.00591942574378874
1360,SERTAD1,-1.146,0.005924867021129571
1361,LOC101927795,-1.874,0.00596759228374026
1363,HLA-G,-2.266,0.00596235484621195
1364,MXI1,-1.409,0.0059459733699783295
1367,PLEKHG6,-1.5119999999999998,0.00597377527965002
1368,CPEB1,-1.867,0.00600321683030762
1369,CFLAR-AS1,-1.183,0.00600631157431737
1371,KATNBL1,-1.0979999999999999,0.0059990914087232
1374,MX2,-1.016,0.0060202395846943296
1375,TMEM253,-2.14,0.0060512553335145105
1376,RAB42,-1.331,0.00604502581148145
1377,TG,-1.2570000000000001,0.00604229753612428
1379,ADGRE1,-1.0659999999999998,0.00605249452206401
1384,LOC101929095,-2.069,0.00610297593720841
1386,HCG27,-1.601,0.00610385148413456
1388,TAF13,-1.022,0.006124692911526211
1400,HEPH,-2.3930000000000002,0.00623953271554009
1406,ANKRD34B,-1.949,0.00629598098390061
1407,MIR5684,-2.41,0.00630713033439343
1416,SLC45A2,-3.742,0.00641833328900832
1418,MIR33B,-2.8110000000000004,0.00643884439396566
1420,LOC100507670,-1.429,0.0064700382497237105
1421,PDLIM4,-2.318,0.00647797177082951
1422,LINC-PINT,-1.042,0.00648661056123782
1423,CORO7-PAM16,-1.403,0.0065037462130626104
1426,TMEM252,-2.427,0.00653117008155393
1427,TSPAN2,-1.183,0.00653681829022726
1428,MYBPH,-2.445,0.00654636598784528
1434,GCNT7,-1.204,0.006605522770410661
1435,PMAIP1,-1.179,0.0066021788957612605
1443,ANGPT1,-1.364,0.0067075858844431
1449,MTRNR2L3,-1.604,0.006792596955289221
1451,SLC26A8,-1.374,0.00682344823180383
1461,CDC25C,-1.462,0.00702710087014316
1463,KRT13,-3.23,0.007111255358245791
1465,ACHE,-2.582,0.00711948412557754
1468,BTG2,-1.069,0.007115455574433259
1469,DLEU2,-1.0490000000000002,0.0071270992145966204
1472,RUNDC3B,-1.454,0.0071602954609789405
1473,REM2,-1.3980000000000001,0.00715912837666519
1474,CSF1,-1.0979999999999999,0.00717302980779743
1475,LOC285696,-1.351,0.00722222993110108
1477,LOC157273,-1.359,0.007244493615479159
1478,FGF13,-1.5959999999999999,0.00725767174286752
1482,CIB3,-1.764,0.00729756472571845
1483,SPI1,-1.063,0.007293148638596121
1484,GPR27,-1.413,0.0073065236131563596
1492,PLK2,-1.126,0.00739038884938618
1494,EGR1,-1.186,0.00746917009048891
1495,ERFE,-2.307,0.007488370513388491
1498,FZD9,-2.006,0.007535945638370541
1503,FAM41C,-2.204,0.0076182143734223
1508,FUT6,-1.197,0.007679295211522541
1514,IGSF9,-1.5630000000000002,0.0077386139911885
1519,DUSP13,-2.044,0.00781157379334116
1525,CFAP58,-1.98,0.00786093832009818
1539,DNAJB5,-1.214,0.00807913559262863
1542,CNGB1,-1.788,0.008116586400202009
1549,KIAA1462,-1.3230000000000002,0.00823599876289088
1550,FAM71F2,-1.8530000000000002,0.008193976577439591
1551,NDOR1,-2.286,0.0082020816505625
1560,MIR1250,-2.51,0.00830742495393782
1562,FOXI1,-1.788,0.00834563504332918
1563,MRVI1-AS1,-1.6219999999999999,0.008338790155319
1567,ADAM8,-1.124,0.00840163377675582
1576,PSORS1C3,-3.449,0.008502546760515121
1578,DCAF12,-1.071,0.00850874797850858
1580,JUN,-1.411,0.00850696918514677
1585,AHR,-1.995,0.008605717767628791
1588,CCDC71L,-1.003,0.00863558205591027
1591,LOC100131635,-1.297,0.00864292503013831
1593,TMTC1,-1.535,0.008730392298300409
1594,TNFSF14,-1.097,0.00873377491039456
1596,EMX1,-1.4769999999999999,0.00879699077094261
1600,LINC00671,-1.1540000000000001,0.00880000191723399
1602,DNAH17,-1.214,0.008797240436199791
1604,PRR7,-1.127,0.00880842023764466
1607,MIR3939,-2.528,0.00884091840235921
1608,LINC00593,-1.96,0.008824407103072529
1609,HIST1H4H,-1.3880000000000001,0.00882829862049784
1615,AGER,-1.3259999999999998,0.008908937607902529
1619,KDELR3,-1.3219999999999998,0.00896686713129851
1624,ITCH,-1.974,0.00902949501320297
1625,HLA-C,-1.567,0.00902115850590833
1633,RBKS,-1.151,0.00908820971098157
1636,IFI27,-2.145,0.00914198749979834
1643,SCG3,-1.554,0.009216579788789779
1648,MIR4440,-1.472,0.00924921610838794
1659,C9orf47,-1.402,0.009410913983316971
1663,LCN8,-2.127,0.00946692432739398
1671,HSPA1B,-1.085,0.009572339594550559
1672,MIR1-2,-2.835,0.0095800053237103
1682,MAP3K15,-1.264,0.00975026363527507
1686,MCCC2,-2.377,0.00980581863803235
1694,LINC01353,-1.395,0.009911774362951709
1697,HORMAD1,-1.506,0.00994285883788324
1701,LOC728175,-1.369,0.0100436007242194
1702,HHATL,-2.13,0.0100604355228614
1703,ATF6B,-1.175,0.0100658595697381
1705,GRAMD1C,-1.433,0.0100780283120335
1707,MIR590,-1.3130000000000002,0.0101480826921783
1708,PCAT18,-1.291,0.0101830671933611
1712,LINC01057,-1.204,0.0102559247695753
1720,LOC102724190,-2.355,0.0104017530685956
1726,LOC101928668,-2.384,0.0104724577926227
1728,LINC00968,-1.063,0.0104807077450289
1729,DACH1,-1.107,0.0104840251287127
1730,PDPN,-1.321,0.0105358147461335
1735,MIR6876,-3.0589999999999997,0.0105555179760597
1737,CHURC1-FNTB,-1.412,0.0105818637677805
1739,LINC00309,-3.2,0.0106128307455179
1746,NTNG2,-1.081,0.0107199377675043
1747,BPGM,-1.4580000000000002,0.0107438236637588
1748,TMEM92-AS1,-2.114,0.0107905282552594
1749,CAPN13,-2.448,0.010783318496351
1757,SPAG6,-2.184,0.0108140621437079
1764,FNDC9,-1.517,0.0109890724360058
1769,ZNF429,-1.265,0.0110610513801616
1777,DHRS13,-1.0490000000000002,0.0112071070263162
1782,LOC101928446,-1.1179999999999999,0.0113368291189544
1784,IGF2BP2,-1.31,0.0113385828960559
1786,MAP7,-1.083,0.0114057309842747
1787,PATL2,-1.1540000000000001,0.0114273676395479
1788,KBTBD7,-1.121,0.0114319343433197
1790,F12,-1.178,0.0114499804824415
1796,MIR6749,-1.695,0.0115894836996018
1798,ADCYAP1R1,-2.971,0.0117030916402014
1799,INSC,-1.9140000000000001,0.0117401507983868
1800,OLIG2,-1.767,0.0117315603139448
1804,GNG12,-3.155,0.0117562699672393
1807,NSUN7,-1.6680000000000001,0.0118161653012696
1808,TRIM26,-3.5660000000000003,0.0118232671662803
1816,ANKUB1,-1.4369999999999998,0.0119854729834623
1817,FLT1,-1.2590000000000001,0.0119849163286407
1818,KCNK7,-1.263,0.0120209619580541
1826,RPH3A,-1.1909999999999998,0.0121632169720279
1834,SNORA28,-1.605,0.012380183424594
1835,MUC5B,-1.7530000000000001,0.0123668937651291
1837,PTPRU,-1.604,0.0124316444848894
1839,C2,-1.396,0.0124665739712657
1844,LOC105370616,-1.5130000000000001,0.0125887866113865
1852,MBNL3,-1.22,0.0126583789691433
1854,LOC101927780,-1.83,0.0127509503619647
1855,LOC283575,-1.432,0.0127713649201409
1859,GYPA,-2.4019999999999997,0.0128255713855075
1866,LINC00683,-1.839,0.0129551850693376
1867,PIM3,-1.02,0.0129542392236042
1873,LOC102724392,-1.996,0.0130898047657474
1874,C15orf38-AP3S2,-1.008,0.0131043083435483
1876,ABHD12B,-1.432,0.0131276164114046
1891,RNF39,-1.232,0.0134507580729137
1893,CCDC153,-1.1159999999999999,0.0134157870021197
1919,C2-AS1,-4.856,0.0138570732242541
1920,MIR616,-1.6269999999999998,0.0138591661784571
1923,IGFL2,-1.433,0.0139123620678153
1925,PTTG2,-1.58,0.0139721097646384
1926,LSMEM2,-1.715,0.0140018595815485
1930,MIR5689HG,-1.409,0.0140314415222571
1934,LINC01270,-2.059,0.0141298129492537
1939,TNFRSF12A,-1.276,0.0142927417509716
1940,SERPINB2,-1.202,0.0143144086503833
1943,ALAS2,-3.3819999999999997,0.0143675349238409
1951,IFIT1B,-3.2680000000000002,0.0145872711083174
1968,CACNB4,-1.114,0.0149312394113325
1971,MIR4441,-1.781,0.015006952135109
1974,MADCAM1,-1.2409999999999999,0.0150667926447342
1977,FAM166A,-1.54,0.0150878836759667
1978,ENTPD2,-2.093,0.0150902307976447
1983,DOCK4,-1.271,0.0151570712608903
1990,GPR37L1,-1.095,0.0152713132109377
1995,COL22A1,-3.1689999999999996,0.0153902281016288
2000,PRSS33,-2.199,0.0154475057211186
2001,SCN1A,-1.8090000000000002,0.015486040098669999
2005,DLG1-AS1,-2.761,0.0156299833894412
2018,HPD,-1.093,0.0158421097385878
2030,SFN,-1.421,0.0160785693006315
2041,HIST1H2AC,-1.013,0.016260126876032
2043,NRN1,-1.421,0.0163321372251677
2055,C1orf87,-2.426,0.0164654940118269
2065,KLC3,-1.7380000000000002,0.0167404143219823
2071,CORIN,-1.328,0.0168672077982798
2072,LSMEM1,-1.49,0.0168651655918667
2080,MIR378D2,-2.421,0.0170000355309108
2084,DPEP3,-1.421,0.0171142873938601
2088,GNAT2,-1.806,0.0171661016016843
2093,SLC28A1,-2.872,0.0172305575559722
2094,C3orf22,-2.119,0.0172547538579453
2096,AGRP,-1.294,0.0172468764005226
2110,CLEC6A,-1.245,0.0174447740873008
2111,MIR4313,-2.431,0.017472696633792
2115,IL17REL,-1.7480000000000002,0.0176277071074837
2116,SEMG1,-2.471,0.0176090487236138
2121,INHBB,-1.775,0.017665495840858997
2123,HCG9,-2.391,0.0176897090150264
2124,PLS3,-1.536,0.0177292252852152
2127,RGL3,-1.192,0.0178000176292538
2130,PCAT6,-1.464,0.0178132603527888
2139,SMG1P6,-1.114,0.0181795055563458
2144,OR52K1,-1.517,0.0182216061457135
2145,LINC00862,-1.464,0.0182107163764924
2150,LOC100294362,-1.079,0.0183803057468722
2151,AMACR,-1.14,0.0183622428251552
2155,SMPDL3B,-1.307,0.0184113053805938
2156,SOX6,-1.197,0.0184300351960331
2157,LOC100507140,-1.695,0.0184707105663288
2158,LOC100506321,-1.065,0.0184791827986614
2160,PABPC1L2A,-2.213,0.018595427926465
2167,RTN2,-1.067,0.018768877141722002
2177,POU6F2,-1.702,0.0189226149597334
2180,LILRB3,-1.127,0.0189131594723754
2187,MIR199A1,-2.531,0.0190189013221056
2196,PHGR1,-2.117,0.0192975039200361
2198,HIST1H4C,-2.5140000000000002,0.0193278213839227
2202,CYP1B1,-1.038,0.0193989776402389
2206,LYPD1,-2.536,0.0195149402420377
2208,NFXL1,-1.092,0.0195141911901855
2211,KLF10,-1.014,0.0194899355597515
2213,MIR6781,-2.5810000000000004,0.0196295620238467
2217,DLX6,-1.325,0.019739483297998003
2221,MIR371B,-1.261,0.0198286256483831
2230,SND1-IT1,-1.732,0.0200035171475037
2231,TEK,-2.503,0.020079119371337
2233,ITPK1-AS1,-1.24,0.0202019496702929
2236,LOC100288846,-1.073,0.0201766025726052
2240,HLA-DQA1,-2.367,0.020297262640486
2244,CEP295NL,-1.2109999999999999,0.0204273026260516
2250,FOXD4L4,-1.765,0.0204780457889712
2252,OXGR1,-1.946,0.0205618538526241
2256,SNORD12B,-1.6059999999999999,0.0205296252370031
2257,GSN-AS1,-1.203,0.0205283812670269
2266,MIR6821,-1.409,0.0206519963529192
2268,SAMD15,-1.013,0.020696272688431997
2270,LPAR1,-1.079,0.0207772466822809
2276,RSPH14,-1.4909999999999999,0.0208961820493791
2278,MYBPC3,-1.038,0.0209547292682083
2296,GABRA4,-2.039,0.021228595675904998
2300,FCGR3A,-1.2,0.0213001025172975
2323,CSNK1G2-AS1,-1.089,0.0219208824770481
2334,LOC389273,-2.45,0.0222542782497206
2337,RNF5,-3.7119999999999997,0.0223144618161047
2348,PKNOX2,-2.278,0.0227382601511361
2350,LINC00656,-1.335,0.0228319950597474
2351,FOXC1,-1.2770000000000001,0.0228191814902635
2361,LINC00330,-1.01,0.0230154630266341
2365,RXFP2,-1.0590000000000002,0.0230446135298668
2374,SH3D21,-1.069,0.023301772967592
2379,MIR4749,-1.7619999999999998,0.0234246537107115
2380,SLC22A14,-1.554,0.0234278737768964
2383,LOC102723854,-1.228,0.0235052471900404
2387,LOC105369748,-1.1520000000000001,0.0236459981161291
2388,TBX20,-2.594,0.0236866164494085
2396,MIR3178,-1.7309999999999999,0.0238158355431012
2398,EFCAB12,-1.056,0.02386156733215
2404,PACERR,-1.49,0.0240078210987179
2410,ETV4,-1.11,0.0241037172083061
