,Gene_symbol,Log_FoldChange,PValue
1311,FAM167B,1.24,0.00528897326105083
1314,FAM166B,1.425,0.005373298275219171
1321,LOC105379054,1.2919999999999998,0.00547626896925397
1351,MIR155HG,1.1520000000000001,0.00582553591534823
1357,HAVCR1P1,2.094,0.00591247412204485
1362,IGLL1,1.5930000000000002,0.00596652146403359
1390,DYNC2H1,1.037,0.00614843273571168
1392,VN1R1,1.18,0.00617413287417387
1393,ABCA11P,1.033,0.00618056389904228
1402,GNL1,1.768,0.00625815431289205
1419,LRRC66,1.3230000000000002,0.00644454736155784
1429,VPS52,1.3090000000000002,0.00655409636657788
1436,ZNF582-AS1,1.0170000000000001,0.00662573091639869
1445,ZNF502,1.125,0.00673073997850439
1447,SPINK2,1.368,0.0067530455401619205
1448,LCNL1,1.105,0.00675777931795704
1453,RHOXF1,1.735,0.00686294349441568
1457,CHRNA6,2.406,0.00690338932434284
1464,LINC01570,2.352,0.0071076640395542
1476,CCL20,2.33,0.007244692633606341
1480,DPY19L2P4,2.064,0.007264807579618041
1486,C1QA,1.4280000000000002,0.00732634425963803
1491,KIR3DX1,1.057,0.0073781843136344295
1504,SLC13A4,1.037,0.007626045129850909
1505,NPIPA2,2.311,0.00763491900932035
1513,CCL4,1.527,0.007716357293697729
1530,MMP23B,1.035,0.0079378646771601
1535,IL1A,2.603,0.008047691635846
1536,DDX11L16,1.9669999999999999,0.008043298275762471
1538,GART,1.0979999999999999,0.008091980202478229
1557,H1FNT,1.2009999999999998,0.008242862747217321
1558,GYPE,1.466,0.00826922379505072
1573,SCNN1B,2.596,0.00845122920260494
1574,PKP3,1.4780000000000002,0.00846980329616827
1584,ZACN,1.963,0.0085796401783312
1595,TRIM63,2.356,0.00876233684892632
1628,MEOX1,1.0590000000000002,0.009052462034715679
1634,SBSN,2.517,0.009132470562135179
1635,CBR3,1.03,0.00914421564846314
1639,MZB1,1.101,0.00913350673122746
1644,SCN5A,1.347,0.009227810757364
1646,PNMA3,1.169,0.00920794133789725
1647,LILRB1,1.3230000000000002,0.0092199618251712
1652,NLGN4Y,1.598,0.009287704620522141
1653,CXCL3,1.838,0.00929848268140308
1667,EML6,1.024,0.009489670753515929
1669,CDC37L1-AS1,1.037,0.00956362064021501
1676,MIR130B,1.074,0.009619362282762159
1677,KIR3DL1,3.199,0.00963506958479413
1681,GLRA2,1.3419999999999999,0.009750578302270621
1684,ADAM20P1,1.2,0.00977686339015923
1691,SNORD6,1.585,0.009877371054871029
1699,LRRC37A,3.987,0.00997773453971116
1709,XCL2,1.025,0.0102108483833444
1715,MIR214,4.06,0.010355328016737
1716,ETV1,1.41,0.0103535210052582
1718,ADAMTS14,1.249,0.0103843955721787
1721,ATP6V1G2,1.291,0.0104152538412066
1722,ZNF286A,2.32,0.010433966735056
1724,DCANP1,1.5730000000000002,0.0104523731071956
1727,DDR1,2.26,0.0104877353145901
1750,SGCA,1.168,0.0107706054191626
1751,PRR3,1.403,0.0108005291463056
1759,NPNT,2.9160000000000004,0.0108486743390119
1763,TSKS,1.097,0.0109619840413232
1765,MUSTN1,1.334,0.0109869082377487
1772,NCKAP5,1.639,0.0111375614567133
1773,C1QB,1.4180000000000001,0.0111298269026742
1797,IMPG1,2.343,0.011665165202311999
1822,GNAO1,1.0170000000000001,0.0120465807088954
1827,FOXA3,3.339,0.0121983598524982
1828,LOC102723968,1.4809999999999999,0.0121934437274781
1843,GRM2,1.035,0.0125609003164247
1849,MIR296,2.181,0.0126258804682946
1851,SLC10A5,1.5519999999999998,0.0126646026620551
1853,ZNF285,1.046,0.0127062735691625
1857,MRPL23-AS1,1.1159999999999999,0.0127834883282512
1858,CRMP1,1.129,0.0128058823421246
1870,CCL4L2,1.8619999999999999,0.0129953496375723
1895,FAM153B,1.128,0.0134469913643047
1898,FGF7,1.178,0.0135168634371288
1909,ZP1,1.3,0.0137145156650354
1913,PDE6C,1.2209999999999999,0.0137634454729687
1915,MGC45922,1.314,0.0137842641607206
1936,SNORA60,1.962,0.0141658165457139
1944,PKD1L1,1.013,0.0143973566029064
1946,GALNTL6,1.9169999999999998,0.0144442404371247
1950,OR2H2,2.56,0.0145900163773461
1959,MT1E,1.045,0.0147009984781402
1966,LOC102724714,1.238,0.0149085979913884
1975,USP9Y,2.195,0.0150695554444478
1976,DKFZP434A062,2.164,0.0150990723149757
1991,UBQLNL,1.25,0.0152808798945171
2004,CALY,1.18,0.0155996947912804
2009,FBLN2,1.0979999999999999,0.0157150914913233
2012,AURKC,1.08,0.0158299595564078
2020,VCAM1,1.8259999999999998,0.0158683444608431
2022,FGF7P6,1.2919999999999998,0.0159288692844755
2033,RDH12,1.6980000000000002,0.01609896311032
2036,LINC01480,1.193,0.0161644849614691
2042,ENPEP,3.022,0.0163166139281618
2044,GIMAP5,1.02,0.0163323328700152
2047,NPIPA3,2.154,0.0164152557527949
2048,MUC12,1.217,0.0164151231126046
2061,LOC102725019,1.713,0.0166032506863075
2070,IRX3,2.189,0.0168539718377062
2074,NPIPB15,1.526,0.0168368189561421
2077,CCHCR1,2.608,0.0169386214335831
2078,CHST1,2.293,0.0169753065134584
2089,SYCE1,1.6880000000000002,0.0171707121855283
2095,OR5K2,1.536,0.0171920785126191
2103,LOC101929657,1.6059999999999999,0.0172789346979693
2105,RBAKDN,1.8259999999999998,0.0173734369281925
2117,LOC339260,1.218,0.0176090005063743
2125,LILRA4,1.1520000000000001,0.0177440881886356
2132,KCNT1,1.05,0.0180139252185338
2133,HOXA7,1.749,0.018061582988981004
2137,ADAM23,1.212,0.018102616465742002
2140,HEATR9,1.1640000000000001,0.0181856366750708
2154,KRBOX1,1.962,0.0184094550209827
2161,PSMA8,1.16,0.0185951069056739
2162,DDX43,1.054,0.0186093252272926
2165,CYP4F35P,1.12,0.0187391419858903
2172,C2orf40,1.117,0.0188211139442247
2173,LOC101927237,1.001,0.0188385960277864
2215,LINC00515,1.777,0.0196797280345065
2219,FLJ33534,1.038,0.0197676200573245
2220,MALRD1,2.2680000000000002,0.0198055959919762
2229,DFNA5,1.158,0.0199685346388499
2235,USP50,1.291,0.0201964013970921
2237,PPM1E,1.284,0.0202805770146239
2243,TBC1D26,1.359,0.020367708490224998
2251,C1QC,1.6219999999999999,0.0204793721532106
2253,KIR2DS5,1.956,0.0205912845573341
2255,LOC105369971,1.683,0.020572520294731996
2263,TEKT1,2.5180000000000002,0.0206123349461213
2297,WNT16,1.192,0.0212423990226784
2298,SLC10A4,1.307,0.021278464979278
2309,TNFRSF11A,1.028,0.021475203846421
2314,KANSL1-AS1,1.22,0.0215937212221081
2322,FAM167A,1.178,0.0218486288780149
2345,MAPT-AS1,1.032,0.0224929485807916
2352,BCORP1,2.155,0.0228321684730045
2367,ALOX12B,1.1059999999999999,0.023145855730587
2377,NUPR2,1.625,0.023374000518356003
2392,COLCA2,1.625,0.0237888651982268
2397,DEAF1,1.4380000000000002,0.0238444684507343
2402,TRIM39,2.597,0.0239834703978531
2403,CTAGE15,2.2680000000000002,0.0240214119094288
2416,SGK2,1.032,0.0242238051566491
2417,CHDH,1.28,0.0241779815247044
2435,NOMO1,2.487,0.0244971182747171
2436,NXPH4,1.21,0.0245145712290704
2445,CD1E,1.151,0.0247315391999932
2447,PIGY,2.151,0.0247846903771408
2448,LOC105373818,2.3169999999999997,0.0247977370887756
2456,CCR8,1.3230000000000002,0.025061860954135
2464,RETN,1.1909999999999998,0.0254325188152055
2468,CCL3L1,1.6840000000000002,0.0254130614517773
2471,ARHGAP44,1.113,0.0255328438534091
2473,DNASE1L3,1.1079999999999999,0.0255538764655736
2489,DNAH12,1.193,0.025887817236521
2499,ROR1,1.764,0.0261901326914989
2500,SERPINA2,3.142,0.0262165616719034
2504,NSF,2.7230000000000003,0.0264129525781647
2515,SNORA1,1.639,0.0266488124818151
2533,UPK3B,1.459,0.0271992656256227
2536,TNFRSF17,1.051,0.0272900341608135
2542,PRB3,1.643,0.0275793289345978
2551,LHB,1.317,0.0278725006221891
2562,TUBB,3.677,0.0280377143637767
2570,CALML6,1.1640000000000001,0.0282373565928411
2574,KLKB1,1.112,0.0283181188284478
2576,PRSS50,2.169,0.0284578801178146
2577,NPIPB8,1.041,0.0285079051609175
2579,YAP1,2.165,0.0285961621401545
2596,HLA-F,1.089,0.0289788599801618
2603,TAS2R5,1.052,0.029224750057151
2609,DBH-AS1,1.23,0.0293457455942791
2613,AKR1C4,1.295,0.0295264662816862
2616,B3GNT3,1.374,0.0296729525635055
2621,CPLX3,1.59,0.0296858926315034
2626,SEPT4-AS1,1.584,0.0298255220898863
2631,LOC101928043,1.204,0.0299430229963911
2635,CGB7,1.886,0.0302140137153001
2637,LRCOL1,1.3980000000000001,0.0302486293385144
2663,RNA5-8S5,1.6119999999999999,0.0305695315333679
2679,CLIC6,1.1740000000000002,0.0307610808422185
2700,LOC101929148,1.9140000000000001,0.0312146565344881
2735,TPSD1,1.315,0.0320089852581128
2742,GDF10,1.26,0.0321558280162996
2745,HORMAD2,2.313,0.0322030339858885
2783,GATA3-AS1,1.123,0.033620788526892
2784,ZNF436-AS1,1.047,0.0335922375045406
2804,NKAIN4,2.396,0.0343651595923047
2823,C19orf18,1.05,0.0347957711515837
2830,SAPCD1,1.6669999999999998,0.0349296378213381
2836,RPL10L,1.044,0.0351683781445417
2837,LOC102723481,2.0540000000000003,0.0353012526200874
2839,MIR8071-1,1.247,0.0352917845832512
2840,MIR8071-2,1.247,0.0352893582456137
2842,MAFIP,1.004,0.0352932096334344
2859,FANK1,1.1320000000000001,0.0358858659647737
2869,ABCA6,1.078,0.0361620273469344
2873,PRRT1,1.379,0.0362322015348362
2889,LOC101927531,1.8530000000000002,0.0366037211458619
2905,LINC00689,1.574,0.0371042891635437
2915,LOC101060389,2.819,0.0375556310517034
2929,GPR33,1.9909999999999999,0.038208089629952
2931,RAD17,1.058,0.038253565574957
2933,HSD17B6,1.001,0.0382907630429207
2937,LOC730101,1.15,0.038397169790763
2942,LOC646588,1.24,0.0384749525310943
2944,SOAT2,1.0090000000000001,0.0386266499470398
2946,OR52N4,1.107,0.0386984607155063
2949,ABCF1,1.291,0.0387685254110786
2958,POU5F1,3.505,0.0391537516733093
2964,VIT,1.102,0.0393077430263794
2967,FAM19A1,1.084,0.0393881555547666
2983,LINC00599,2.96,0.0397884199926285
2988,MUC4,2.628,0.0400112976000601
2989,AMY2A,2.097,0.040021345776889
3012,SNORA50A,2.037,0.0406135658432201
3018,LGI4,1.021,0.0407315450191684
3085,PCDHB15,1.903,0.0424778522726359
3093,FLJ33360,1.05,0.04271861446029
3118,CCDC89,1.393,0.0434080259228811
3128,KCNS3,2.229,0.0437735820676638
3140,SNORA51,1.135,0.0441152873088659
3184,GALNT18,1.5030000000000001,0.0452574316110217
3207,MIR4538,1.048,0.0460745446539329
3208,CEMP1,2.226,0.0460855395091639
3223,VMO1,1.114,0.0464068613820893
3238,RNY3,1.198,0.0466670039424436
3256,GH1,1.038,0.0471177356426837
3263,LINC00564,1.079,0.0472507550838474
3267,KDM5D,1.8530000000000002,0.0471848551213023
3273,FAM107A,1.8869999999999998,0.0473495028322075
3314,RPS9,1.173,0.0487459678128196
3333,APCDD1L-AS1,1.55,0.0492896313561487
3337,LRRC37A2,3.036,0.0494344653562083
3354,CKMT1B,2.372,0.0499641544166769
3355,KIR3DS1,3.1430000000000002,0.0499946753957623
0,GSG1L,2.215,2.2734105387682006e-16
43,GPC4,1.097,2.79374811724223e-05
143,MIR7641-2,1.0170000000000001,0.000206033754753022
231,SKOR2,1.122,0.000426997672780508
274,MOG,1.077,0.000643115881363141
