,Gene_symbol,Log_FoldChange,PValue
945,GTF2H4,2.2769999999999997,0.0262579397601262
947,TLR7,1.2919999999999998,0.0259034833269917
949,GJA4,1.0390000000000001,0.0262368194925615
952,LIPE,1.104,0.0260488393444244
954,LINC01425,3.042,0.0263295140630995
956,AIFM2,1.001,0.0267157642303017
957,RFPL4B,2.7680000000000002,0.0270366141939465
958,LIPN,1.795,0.0269587961940412
964,HLA-DMA,1.249,0.0270368377776846
970,VWF,1.2009999999999998,0.0270556891454838
982,LILRB3,1.2770000000000001,0.0277417804509269
990,CLIC6,1.984,0.0280123403600005
993,HOXD3,1.3030000000000002,0.0281293443302166
1003,MCAM,1.069,0.0285344166253516
1007,LILRA1,1.67,0.0286607170554624
1010,CLSTN2,1.0170000000000001,0.0288348857913376
1012,REEP6,1.608,0.0289254011316157
1014,CD300E,1.187,0.0290225612564726
1016,CD180,1.188,0.0291297634138744
1026,LINC00987,1.037,0.0297278717161672
1031,LINC01629,4.232,0.0307276235098509
1032,OVOL3,4.2330000000000005,0.0307513340822347
1040,TAP2,1.097,0.0306761254181472
1055,MPL,1.568,0.0311521267320327
1062,SEMA6B,1.1420000000000001,0.0316302825501135
1071,SLC4A10,1.3130000000000002,0.0319705366830169
1072,MRM1,1.382,0.031976957697372
1077,HLA-DRB1,1.796,0.032136801425923
1080,ZSCAN1,2.18,0.0322606626198868
1082,GPER1,1.031,0.0323201873300209
1097,SFN,1.8869999999999998,0.0334920799013338
1100,CLDN4,1.3419999999999999,0.033624018205689
1106,MARCO,1.446,0.0336694438036945
1110,MYO16-AS1,1.976,0.0338016707304963
1124,STPG2,2.082,0.0347232000065112
1127,CXorf21,1.3259999999999998,0.0347492825580494
1134,DSTNP2,1.145,0.0351363538480694
1136,CHRNA7,2.8680000000000003,0.0352705859984328
1140,TMPRSS4-AS1,1.817,0.0356797515301962
1148,RTN4RL1,1.0190000000000001,0.0356641487122546
1165,KIR3DL2,4.194,0.0366240701426013
1170,PLA2G7,1.7080000000000002,0.0365214374474646
1176,LILRA4,3.286,0.0369774442966698
1181,UPK3B,1.829,0.0371948319871778
1183,LOC100653233,2.363,0.0372791994140486
1188,HOXA9,1.689,0.0376520632798047
1190,LOC105378687,1.331,0.0377580230438286
1198,ABCC6,1.095,0.0380443245002
1202,DDIT4L,1.082,0.0383006949547929
1204,TBX20,2.6639999999999997,0.0383648179814623
1209,SOX7,1.188,0.038538537590496
1213,IL2RA,1.296,0.0390290520113655
1215,CD1B,2.25,0.0391748736912594
1221,FOXD2-AS1,1.214,0.0397314113786165
1223,HLA-DPA1,1.252,0.0397089206907878
1226,ZNF835,1.077,0.0399552780518432
1230,DDR1,1.9340000000000002,0.0401120008435772
1232,CEACAM16,3.054,0.0403192530194193
1235,OXT,1.6019999999999999,0.0403923227369211
1237,KCNH5,1.6669999999999998,0.0404580676467416
1247,DCANP1,2.241,0.0412487737396728
1248,BCL2A1,1.476,0.0413304426390461
1250,GPR142,2.218,0.0416595185921689
1253,NCF1C,1.067,0.0417369815834942
1255,MEP1A,3.1889999999999996,0.0417785184613307
1265,CASQ1,1.3880000000000001,0.0424300061027566
1270,KMO,1.624,0.0426892642837204
1275,LHCGR,1.338,0.0431946423633508
1276,LOC338963,3.398,0.0432301350899967
1283,LST1,1.306,0.043699075002736
1284,IL10,1.521,0.0436987612158187
1300,LILRB1,1.8719999999999999,0.0442661418585256
1301,C4orf48,1.163,0.0444853069893843
1312,CISH,1.3459999999999999,0.0449287666386363
1318,SIRPD,2.698,0.0451457220512494
1319,ZNF311,2.8,0.0452169221909861
1323,NOMO1,1.166,0.0451925119123577
1324,EWSAT1,1.8159999999999998,0.0453882977025005
1337,CNTNAP2,1.4769999999999999,0.0460273603659669
1338,DOC2B,1.001,0.0460636367276854
1341,NPAS2,1.331,0.046341654983946004
1346,TBX5,2.384,0.0467169011765468
1360,EHMT2,1.179,0.0471307558467587
1367,TMEM150B,1.08,0.04781592086876799
1371,CPEB1,1.189,0.048085017169684004
1374,GOLGA3,2.28,0.0482541068837645
1376,TMEM45B,1.2990000000000002,0.0484122908714594
1379,CLN3,1.426,0.0486194424898522
1398,ZBTB9,1.3940000000000001,0.0498618687750003
1399,ARHGAP11A,1.807,0.0495501768378078
1,CCHCR1,2.9760000000000004,1.02726259078928e-20
2,TCF19,7.046,1.2814807390539697e-19
3,ASPN,4.9510000000000005,8.046693635440309e-19
6,OGN,6.961,6.67144534425763e-17
8,ABCA5,1.7930000000000001,1.89131900777404e-15
9,SUSD2,3.486,2.0976825934316e-15
10,SLIT3,5.702999999999999,3.76515020128772e-15
11,SVEP1,4.872,4.27502828550497e-15
13,COL21A1,3.472,8.98080066168692e-15
14,WDR63,1.537,1.0532771525342502e-14
15,CACNB4,2.43,1.23914526775769e-14
16,PDGFD,5.419,1.62982195334328e-14
17,ABCA8,4.001,2.3898842730030203e-14
18,PDE5A,2.1319999999999997,2.5197297683113498e-14
19,CHRDL1,4.988,2.9014946890748703e-14
20,NDN,1.271,2.8382266428716304e-14
21,MFAP4,3.445,4.39157267132196e-14
22,PRRX1,1.88,5.189422115415099e-14
23,HSPB6,2.798,7.809581812698799e-14
24,EMX2OS,3.194,9.56999620518364e-14
25,ACE,4.736000000000001,9.747595480180851e-14
28,ADH1B,4.506,1.15271550448525e-13
29,STAC,1.6059999999999999,1.0697920168953598e-13
30,PTGES,3.3,1.09546699016959e-13
31,PTGIS,4.006,1.14201537003017e-13
32,LRRN3,1.5330000000000001,1.20735450386659e-13
33,SERPINI1,2.073,1.4351206769203602e-13
34,SLC1A1,2.144,1.9251243493400897e-13
35,LINC00960,1.444,2.30975503869052e-13
36,NPR1,7.011,2.4139056189336204e-13
38,NYNRIN,2.792,3.2305310257850397e-13
40,XPNPEP2,6.454,4.0725773404667895e-13
41,TSHZ2,4.374,4.46350208094196e-13
42,ARHGAP20,2.8510000000000004,4.61414803717017e-13
43,SFRP1,3.175,5.08309032288517e-13
44,FBLN5,2.655,6.110968262247861e-13
46,NCKAP5,2.128,8.18801430179153e-13
47,MASP1,4.104,9.4090710312831e-13
50,TNXB,5.733,1.2111177973413502e-12
51,VTN,3.802,1.25307612896028e-12
52,NID2,2.046,1.35295313100269e-12
53,PTGS1,2.333,1.7275291345015e-12
55,PLA2G2A,8.607999999999999,2.49853981586919e-12
58,CLU,3.2089999999999996,2.98660428607111e-12
59,PDE1A,3.0580000000000003,3.05826150670594e-12
61,ABCA9,3.4539999999999997,3.3198267026132e-12
62,PCOLCE,2.5780000000000003,3.22893456691264e-12
63,TRNP1,2.552,3.40814066415966e-12
64,CCDC80,1.669,3.5927716388597597e-12
68,ABCA6,3.213,4.975139758193401e-12
69,NDNF,5.144,5.144103783672309e-12
70,ANGPTL1,1.49,5.58570571878741e-12
72,FAM149A,1.5630000000000002,6.28248572951606e-12
73,IGSF10,3.8810000000000002,6.200442626764781e-12
74,CASP1,3.278,6.40067620139359e-12
75,SOD3,2.5669999999999997,7.3546607276699e-12
76,C1S,2.7230000000000003,7.388932422846309e-12
77,RNF207,1.4140000000000001,8.8509657153186e-12
79,CFB,3.75,1.16098295239875e-11
82,LDB2,2.636,1.14059132091141e-11
83,CRABP2,2.877,1.12806513877412e-11
85,ANKRD6,1.17,1.25076297791423e-11
86,NSF,8.122,1.30188252917316e-11
87,FAM155A,2.359,1.40100177085373e-11
89,TRANK1,2.074,1.52506081302366e-11
90,ADH1C,4.486000000000001,1.75058244880441e-11
91,TYMP,1.88,1.7399159922510802e-11
92,THBS2,2.1319999999999997,2.0653976650870802e-11
93,LINC01018,4.718999999999999,2.22743424876918e-11
94,LINC01503,2.654,2.28459103604717e-11
95,PRSS12,3.174,2.36274976230678e-11
96,DOK5,2.359,2.57186310459505e-11
97,ABCC9,1.715,2.8977028744342497e-11
100,DHRS3,1.6880000000000002,3.2612199853036806e-11
101,OMD,4.218,3.74696366901647e-11
102,SCARA5,8.287,3.71468995365047e-11
103,KCND3,2.19,3.99565463522265e-11
104,RARRES1,2.798,4.2214805889602295e-11
105,DAB1,4.084,4.28538377153226e-11
107,SCN2A,1.7530000000000001,4.6821366350990996e-11
109,INSRR,2.9939999999999998,5.4073417637634e-11
110,PDGFRA,2.891,5.88582042495016e-11
111,GATA6-AS1,2.861,6.14647334862943e-11
112,FZD7,1.278,6.47293240913175e-11
113,MAN1A1,1.896,6.63076470779898e-11
114,LINC00607,2.454,7.6091903971296e-11
115,TMEM119,1.7519999999999998,8.02536832924212e-11
117,IGFBP6,2.187,9.71875795917969e-11
119,MGARP,2.263,1.26783278604709e-10
122,OLFML1,4.086,1.34694592331638e-10
123,PLPP3,2.958,1.3632348270287099e-10
124,CFD,4.467,1.3890684260923298e-10
126,DNAJC12,1.4469999999999998,1.48367576701073e-10
127,ADGRD1,3.842,1.47457971778194e-10
128,C3,5.315,1.52230088806746e-10
130,APOL3,1.581,1.82891443854158e-10
131,TMEM200B,2.597,1.88505905847409e-10
132,PLS3,1.6130000000000002,1.8830453116933302e-10
133,INMT,2.4819999999999998,1.90671703817272e-10
136,HYAL1,1.7280000000000002,1.9851151892424801e-10
137,PIANP,2.279,2.00863842668156e-10
140,FZD4,1.315,2.3164743625302598e-10
141,LRRC32,2.3680000000000003,2.47219763675879e-10
143,ADGRL3,5.131,2.6463437694566797e-10
145,DMGDH,1.774,2.79972273768722e-10
146,TRIML2,2.146,2.8513650935822006e-10
147,PLSCR4,1.499,3.23941110267098e-10
148,ABCA10,1.82,3.3129199870869e-10
149,SYBU,1.93,3.34866643112514e-10
150,FEZ1,1.275,3.30140656485011e-10
151,TGFBR3,2.9760000000000004,3.33304489256897e-10
153,DNMBP,1.0190000000000001,3.50305433813527e-10
154,CACNA1C,2.3169999999999997,3.54865215661952e-10
155,LOC100240735,2.1719999999999997,3.6132069209006e-10
158,EMX2,2.133,3.86574181038216e-10
159,SHC3,1.825,4.0033750922547404e-10
160,LXN,3.636,4.0141920387592997e-10
161,PI16,4.803999999999999,4.17085619756067e-10
162,CIDEB,2.875,4.43159762731417e-10
163,ABCC2,3.115,4.46503230598516e-10
164,LINC02202,2.406,4.61235000196687e-10
165,NOV,2.363,4.780406319315199e-10
166,OSTN,4.488,4.93955592687985e-10
169,LRRC71,3.35,5.87551661025724e-10
172,RHOD,1.2670000000000001,6.73345193189554e-10
173,CDO1,1.811,7.03432510483944e-10
175,SH2D4A,1.462,7.33577284372776e-10
176,THSD7B,3.6660000000000004,7.438898606161819e-10
177,WDR46,3.338,7.55438364445192e-10
178,EFEMP1,2.739,7.94717920285163e-10
180,PEAR1,3.0180000000000002,8.51596873296023e-10
181,FAIM2,2.26,8.77882937656334e-10
183,DPP4,1.965,8.85358074724225e-10
184,CCL13,5.242999999999999,9.08058912116899e-10
185,SEMA5A,2.659,9.389229364639728e-10
186,MGST1,1.94,9.91948342243522e-10
187,FAM129A,1.452,1.0068088110253001e-09
188,SBSN,4.868,1.05789811863861e-09
191,LINC00842,2.622,1.21422487889218e-09
192,NLGN1,2.237,1.2395714415095898e-09
194,BSCL2,1.2209999999999999,1.35242781554033e-09
195,LAMC1,1.195,1.3958082407673198e-09
196,COL3A1,1.66,1.46421374645564e-09
197,CYP1B1,1.298,1.4788727336506198e-09
198,FAM20A,3.343,1.49841697196896e-09
199,SNX25,1.079,1.52562255784234e-09
200,TNFRSF8,2.472,1.55792337523126e-09
202,LACC1,1.7790000000000001,1.6315566247999801e-09
203,CADPS2,2.125,1.6534635817316298e-09
204,PROCR,2.1430000000000002,1.6894266500423498e-09
205,CTHRC1,1.206,1.7533761307742401e-09
206,PRG4,5.77,1.90655529303452e-09
208,PENK,4.5489999999999995,1.9911966831725698e-09
210,GRIN2D,2.197,2.1761824114775894e-09
211,NPY4R,3.529,2.19692993941958e-09
213,JAK3,2.015,2.3385633190213896e-09
216,OAF,1.936,2.4339265501916398e-09
218,RAB3IL1,1.588,2.57563557998411e-09
219,PDGFRB,1.515,2.7804584454481898e-09
220,IL1R1,1.985,2.9015726741187e-09
224,RAB27B,2.987,3.1541776478471004e-09
225,LINC01133,1.9769999999999999,3.15366588310188e-09
229,PAMR1,2.206,3.3182998245238103e-09
230,KCNA1,3.523,3.50986673051835e-09
231,CYBA,1.228,3.5209056581470295e-09
234,AGTR1,1.671,3.73362659233702e-09
235,LAMA4,2.417,3.8366453634232e-09
236,FBLN2,2.823,3.82149720309271e-09
237,RECK,1.421,3.89715256287854e-09
238,CD109,1.16,4.09994028745475e-09
243,EBF1,1.719,4.47144591155102e-09
245,GSTM5,2.596,4.69632215283188e-09
247,ADCY4,2.4619999999999997,4.95458494143323e-09
248,CLDN11,2.399,5.03776889818475e-09
249,KCNK1,2.186,5.2345293937226e-09
250,LINC00865,3.262,5.36990806379726e-09
252,SCN3A,2.6310000000000002,5.6351282389561e-09
254,GALNT12,1.976,5.877633982178421e-09
259,MMP23B,2.474,6.2833959472893295e-09
260,LINC00857,1.255,6.442298568326379e-09
261,SLC1A5,1.192,6.736703071299079e-09
262,ADGRL2,2.557,6.76778748146421e-09
264,ACKR3,2.8960000000000004,7.61476343150405e-09
265,RIPOR3,3.536,7.654657497450659e-09
266,DPYSL2,1.305,7.71109105954648e-09
267,CYP1B1-AS1,1.14,7.90033906588191e-09
268,FMOD,1.78,7.8939979222275e-09
269,DEPTOR,2.2319999999999998,7.98366445153329e-09
271,DCN,2.267,7.996241014387819e-09
272,LOC102546299,2.097,8.14803716437112e-09
274,HEG1,1.0290000000000001,8.43126220362254e-09
275,LINC01197,2.459,8.484930224587959e-09
276,IRAK3,2.0540000000000003,8.50052462398857e-09
277,FLI1,1.002,8.56279599863186e-09
279,MOXD1,2.044,8.87128593556772e-09
280,PPARG,2.838,9.02579479365182e-09
281,PTX3,2.366,9.07859689647868e-09
283,LINC02381,1.089,9.453819652365309e-09
284,APOL1,1.569,9.44595435014514e-09
286,DOK4,1.0979999999999999,1.01797113235894e-08
287,SERPINE2,2.086,1.0162968953272701e-08
289,GPR158,3.5269999999999997,1.06750869953446e-08
291,S1PR3,2.33,1.0767829162395502e-08
293,CACNA2D4,1.828,1.0999158700546499e-08
294,MEOX2,2.9760000000000004,1.1032280428007099e-08
295,PRKG2,2.944,1.11158998992525e-08
297,LBX2-AS1,1.217,1.1726849013674099e-08
298,MAPK13,1.425,1.1822065301778998e-08
300,AGMO,2.302,1.2233338327073302e-08
301,BRD2,4.718,1.23126172427643e-08
305,ANGPT2,2.127,1.3243062158996799e-08
306,ADAM33,2.753,1.36352664142344e-08
307,PCSK5,1.725,1.37298346658511e-08
309,LINC01140,1.8769999999999998,1.41800720737607e-08
310,TMEM130,2.658,1.42939034600658e-08
311,RELN,4.27,1.47551642448048e-08
317,IFITM1,2.826,1.52025176144482e-08
318,KRT23,3.9810000000000003,1.55694334350431e-08
323,EBF2,3.0589999999999997,1.57792308334476e-08
326,PLAGL1,1.22,1.6388569752034397e-08
328,NFATC4,1.413,1.7239766162527298e-08
331,S100A10,1.305,1.84233814494599e-08
333,CEMIP,1.7109999999999999,1.84988188427624e-08
334,ADAMTS12,1.295,1.94140018150273e-08
335,ABCA9-AS1,2.928,1.95070441123218e-08
336,PLEKHG4,3.137,1.95616502409909e-08
337,PAPSS2,1.6,1.97723796489238e-08
341,NHSL2,1.5619999999999998,2.1399286254697702e-08
342,PRRX2,2.252,2.21884997199186e-08
343,LOC102724849,2.7089999999999996,2.2427354963106498e-08
344,MGP,2.6860000000000004,2.2535049768974598e-08
346,TSLP,2.5669999999999997,2.4158693562128e-08
347,STAB1,2.903,2.50042044196678e-08
348,FMO2,4.868,2.49750124244895e-08
349,C6orf132,1.694,2.5128373131539397e-08
351,NGF,2.48,2.5515110773636804e-08
353,PLD1,1.771,2.7263242904001897e-08
354,EMP1,1.217,2.7632983456334902e-08
356,BHMT2,1.1420000000000001,2.8958716029088802e-08
360,TRABD2B,3.2969999999999997,3.06685276064722e-08
361,SLC6A9,1.5019999999999998,3.07929989978222e-08
362,TRH,4.99,3.11171971607031e-08
363,STAT4,1.584,3.14156577393415e-08
364,SULF2,1.801,3.18834279683856e-08
365,RGS5,1.8230000000000002,3.27391119175204e-08
369,BST2,2.676,3.39583721699299e-08
370,KRT18,3.002,3.40886494097291e-08
371,TRABD2A,1.3780000000000001,3.49206271132788e-08
372,WNT2,3.883,3.72895745161738e-08
376,EMILIN2,2.096,3.8825006462718793e-08
377,KCND2,1.847,3.99988325845906e-08
378,CPT1C,1.107,4.0077573541201606e-08
380,CA12,3.179,4.1589517014918605e-08
382,LINC01117,2.335,4.25298765385302e-08
384,TEK,1.895,4.31249695390685e-08
385,SAMD3,1.3,4.434958200027299e-08
386,NCOA7,1.177,4.63701396596196e-08
388,CYB561,1.4069999999999998,4.67374856284404e-08
389,MEG3,1.7690000000000001,4.78733305205549e-08
391,ALDH1L2,1.0759999999999998,5.01275894496028e-08
392,TWIST2,1.9509999999999998,5.0522144316873894e-08
393,COL12A1,1.43,5.08333046190141e-08
394,TPBG,1.376,5.26130590702594e-08
397,FAM102A,1.169,5.39431887423794e-08
399,CXCL5,3.287,5.60942897705025e-08
402,PLAG1,1.348,5.68886192272046e-08
403,KCNJ8,2.326,5.74559224096055e-08
406,TRPC4,2.164,6.02831863038034e-08
407,C17orf107,1.916,6.14404668765231e-08
409,ACTG2,2.695,6.34109117386387e-08
410,LSAMP,1.8119999999999998,6.40748831773936e-08
411,ANKRD37,1.501,6.50558225247408e-08
412,CCDC136,1.274,6.622093372278611e-08
413,RPP25,1.827,6.64585890719543e-08
414,CTSK,1.889,6.68210277868866e-08
415,G0S2,1.546,6.7394914333139e-08
418,ROBO2,1.801,7.13101271064989e-08
422,KITLG,1.541,7.363311197098791e-08
423,PRKCZ,1.798,7.454630616417751e-08
425,SERPING1,2.272,7.75885922662437e-08
426,TCF21,3.102,7.83236003695542e-08
427,IGF1,2.62,7.809911001826509e-08
429,HAGLR,2.737,7.894101659571169e-08
432,COL1A2,1.04,8.215410463293281e-08
433,MEIS3,1.393,8.35363016146584e-08
437,LINC00968,2.228,8.989843083111359e-08
439,ACSS1,1.591,9.366714411551419e-08
441,FBN1,1.321,9.47418400050851e-08
443,NAALADL1,1.4140000000000001,9.78140706274078e-08
446,KRT8,1.8980000000000001,1.07029844020684e-07
448,LOC102724684,2.4330000000000003,1.0916137623936998e-07
449,LOC107984360,2.346,1.1209905172521e-07
453,MBP,1.2830000000000001,1.2394267590406802e-07
455,FCGR2A,2.1830000000000003,1.28107880043752e-07
456,PLA2G1B,2.278,1.29110736816799e-07
457,PLPP2,1.169,1.30391788025335e-07
459,ARAP3,1.5490000000000002,1.3341178716535197e-07
460,PTK2B,1.425,1.33994553718717e-07
461,COL4A5,1.883,1.35584316895758e-07
467,GJC2,1.599,1.4846895030628199e-07
469,LINC00517,2.8810000000000002,1.53780151297609e-07
470,C9orf47,2.121,1.54151787383754e-07
474,FLNB,1.067,1.60105379167181e-07
475,CCDC170,1.401,1.60533140973318e-07
476,MID1,1.445,1.6334254631206e-07
477,ZNF423,1.3530000000000002,1.67090630113763e-07
478,TMEM229B,1.089,1.68158043467678e-07
480,NABP1,1.672,1.69971532228054e-07
481,MFSD7,1.046,1.71239747315949e-07
482,GATA6,2.272,1.73710329005357e-07
483,SLC12A8,1.209,1.74784048442608e-07
484,PON3,2.867,1.7544108390212e-07
486,CCDC69,1.4480000000000002,1.80815840683008e-07
488,ARHGAP25,1.516,1.82333582200065e-07
489,SLC16A7,1.229,1.83822420988606e-07
490,TMEM200A,1.2209999999999999,1.85402963533739e-07
491,MANSC1,1.528,1.8876826966154801e-07
496,LINC01021,2.084,1.93282118345306e-07
497,NXF3,3.2889999999999997,1.94313036317339e-07
498,ANKRD33B,1.4609999999999999,1.9573850271425397e-07
499,KIF5A,2.338,1.97779666400811e-07
501,OSMR,1.045,2.0374301907972397e-07
502,MELTF,1.296,2.08443327833847e-07
506,HMCN1,2.0269999999999997,2.1205608525015e-07
513,CLEC3B,3.3,2.3347364337579603e-07
515,ADD3,1.052,2.3868457938193e-07
516,NAP1L2,2.0980000000000003,2.39508442942804e-07
517,S1PR2,1.371,2.42224670365037e-07
518,IFITM3,1.15,2.43147249809185e-07
519,ARHGEF19,1.11,2.45247268422042e-07
522,AKNA,1.062,2.6726091667163896e-07
524,PTGIR,1.564,2.7128622606879396e-07
525,LOC100129138,2.799,2.72903107476156e-07
529,NHLRC4,1.8259999999999998,2.9262853547796897e-07
530,RGS7BP,3.236,2.94320369806824e-07
532,ST3GAL6,1.169,2.9750665743225104e-07
539,GPR1,1.008,3.11598718975392e-07
541,SRPX,1.433,3.1107867392435605e-07
543,ADCY3,1.527,3.1303825208213897e-07
545,TMEM204,2.12,3.22696094406432e-07
547,OSR2,1.797,3.281349140353e-07
551,GSTT2B,5.372999999999999,3.33322143849652e-07
553,VEPH1,1.611,3.34274771119868e-07
558,IFI27,2.106,3.4095191578624203e-07
561,ADGRA2,1.0270000000000001,3.45989564876727e-07
562,CALML6,1.3519999999999999,3.46698718815592e-07
564,TES,1.046,3.54489739489205e-07
569,AFF3,2.001,3.65477802594794e-07
570,LINC01426,1.3880000000000001,3.68195124061901e-07
571,HAPLN1,3.366,3.71724962619867e-07
572,BMP6,2.505,3.74024509025039e-07
573,PTCH2,1.72,3.76001159500204e-07
574,RGMA,1.207,3.87614301493964e-07
576,CARD16,2.8539999999999996,3.94126166017945e-07
580,HAND2,2.958,4.04117620755062e-07
584,SLC1A2,1.117,4.2197538095197895e-07
585,RAB36,1.307,4.22687568065816e-07
588,CNTN3,1.8019999999999998,4.3547841163820104e-07
589,KDELR3,1.061,4.35750884362315e-07
590,LINC01296,1.149,4.3661681948068707e-07
592,COL6A3,1.855,4.4052963478791506e-07
597,ZG16B,2.373,4.67186677250118e-07
600,IL18R1,2.694,4.6996917128647605e-07
602,MS4A6A,1.501,4.7345190105255396e-07
605,C1orf54,1.207,4.79606066754522e-07
612,LOC101927751,1.758,4.99580898246595e-07
613,ENPP2,2.338,5.02015686948772e-07
615,LINC01048,2.463,5.09782798846143e-07
617,HOXD4,2.319,5.22370945357815e-07
618,IFNE,1.923,5.25970090216396e-07
619,HAND2-AS1,2.9819999999999998,5.28836714202542e-07
623,KLHDC7B,3.583,5.45066316476015e-07
625,DPYSL3,1.32,5.493919981754721e-07
626,ODF3B,1.9569999999999999,5.51947026636647e-07
628,OR51E2,1.7890000000000001,5.61259497155379e-07
639,DRAM1,1.216,6.445851960634261e-07
643,NRXN3,1.357,6.897302061605721e-07
645,ZFP42,1.754,6.98892775058786e-07
653,CALCRL,1.2890000000000001,7.23815117715788e-07
654,ICAM1,1.5619999999999998,7.23566524223904e-07
657,COL5A1,1.092,7.27703879659045e-07
658,LOC105377439,2.903,7.296015191861309e-07
659,NLGN3,1.581,7.306665189435329e-07
660,C4B_2,4.024,7.38269301764472e-07
661,CYP11A1,1.811,7.40630232240477e-07
663,TRIB3,1.433,7.71080596755326e-07
664,CACNA1C-AS1,1.984,7.820675381520459e-07
665,ROR1,1.271,8.04530418502637e-07
669,RGL1,1.0190000000000001,8.19531599506339e-07
676,NID1,1.3259999999999998,8.658421454374909e-07
677,CBSL,3.65,8.7175787139952e-07
678,RHOJ,1.4709999999999999,8.822407498528792e-07
682,SCARA3,1.189,9.07279536823979e-07
683,THSD4,1.3869999999999998,9.10495591175362e-07
686,CSGALNACT1,1.422,9.36554247923958e-07
687,CPNE8,1.228,9.354974055543159e-07
688,ACKR4,2.873,9.529272313136791e-07
689,MYH11,2.333,9.557696185281857e-07
693,ACSL5,1.797,9.728103881285358e-07
696,PPL,2.478,9.87934273309058e-07
699,LINC01969,1.955,1.0046129914258698e-06
701,NOSTRIN,1.571,1.0232589958506799e-06
702,TMEM30B,1.5830000000000002,1.03105302902395e-06
703,CDX1,2.156,1.05245601333833e-06
704,UST,1.114,1.0533665587386699e-06
708,CARD11,2.8280000000000003,1.06633362971148e-06
713,SHOX2,1.673,1.16115749958197e-06
717,LMO7-AS1,1.5959999999999999,1.20575876518479e-06
718,LY6E,1.261,1.2252614868307e-06
721,PODN,1.518,1.30048893889839e-06
722,C1QTNF7,2.166,1.30341272360411e-06
731,FAM43A,1.6669999999999998,1.33693726992005e-06
732,COL16A1,1.255,1.33631412126993e-06
736,SLC39A8,1.087,1.44216928463046e-06
738,DUXAP10,1.3,1.48255255349491e-06
744,HOXD1,3.023,1.58304837782079e-06
745,FAM19A3,1.676,1.60392346005115e-06
747,EGFR,1.147,1.6166377271423001e-06
748,PLCB1,1.65,1.63342156633836e-06
750,EPSTI1,1.535,1.68310838749077e-06
751,OSR1,1.787,1.71564655827705e-06
755,MRVI1,2.205,1.7311110720967e-06
757,RAB39B,2.204,1.7590775196035801e-06
761,C1R,1.6159999999999999,1.7735256457990399e-06
762,CXCL12,1.4869999999999999,1.77190987303798e-06
764,PCNX2,1.0090000000000001,1.7862795108363e-06
765,IL1RL2,1.574,1.79837802591325e-06
768,PCOLCE-AS1,1.983,1.8319016877204499e-06
771,BICC1,1.26,1.8689623311003201e-06
774,ANGPTL5,3.0639999999999996,1.92007462528607e-06
777,GDF7,2.189,1.9804744585081e-06
779,AOX1,1.229,1.98205940815943e-06
783,KCND1,1.43,2.03416878606553e-06
785,ERG,1.7919999999999998,2.0665524442390802e-06
787,C4A,3.738,2.0778106940208098e-06
793,SH3BP5,1.124,2.13244209622829e-06
795,FAM43B,1.399,2.16081459760418e-06
797,MRGPRF,1.483,2.20226255538646e-06
798,BHLHE41,1.18,2.20604978581206e-06
802,LOC541472,1.6380000000000001,2.26737832474652e-06
803,FBLN1,1.619,2.2718876364327003e-06
805,TNFRSF11B,1.216,2.32015956825621e-06
808,RGS10,1.041,2.34502862571443e-06
809,IFIT1,1.579,2.37346514545025e-06
812,HIC1,1.208,2.4133728251846198e-06
815,ACOT12,3.127,2.47362036883558e-06
823,SMCO3,2.872,2.63717786108498e-06
824,ST6GALNAC3,3.2539999999999996,2.6776130580868803e-06
826,PLXNA4,1.91,2.6949111153680197e-06
829,ELANE,3.838,2.71524785153227e-06
832,FHOD1,1.1420000000000001,2.80832180148221e-06
838,CYP4X1,2.9760000000000004,2.94758995468235e-06
839,ELOVL2,1.2,2.95715156236539e-06
840,HACD4,1.117,2.9917438765582002e-06
841,CSRNP3,2.366,3.02411091410019e-06
844,FGF18,1.2819999999999998,3.0784706632610698e-06
850,GFPT2,1.605,3.1925970309217097e-06
852,MEST,1.048,3.2513095411137403e-06
853,LBX2,1.5319999999999998,3.28392032079525e-06
855,LOC101929130,1.778,3.35608777607016e-06
859,ANGPT1,1.091,3.45395907758573e-06
862,FOXF2,2.438,3.47637978124139e-06
863,ATF5,1.173,3.47841412515672e-06
871,ERCC6,1.3019999999999998,3.60692080829208e-06
873,EPHA5,2.7430000000000003,3.66313228430961e-06
877,VAT1L,5.362,3.7020840407825e-06
879,TINAGL1,2.1,3.7689640329400704e-06
882,BEX1,2.525,3.87083483615072e-06
885,MMP23A,3.375,4.0086399722366e-06
889,SCRG1,1.89,4.01273831861016e-06
890,LINGO1,1.766,4.05074770651871e-06
891,CX3CL1,1.604,4.03029445089362e-06
893,KRT19,2.37,4.04069548989152e-06
896,CPXM1,2.947,4.05761955599748e-06
897,PRR15,1.626,4.09693906797754e-06
899,PTPRH,1.5219999999999998,4.19872128756671e-06
903,GPR65,2.5669999999999997,4.30550245415253e-06
907,UPK1B,2.082,4.50275582903528e-06
909,SAMD11,1.55,4.55841028354227e-06
913,ZDHHC23,1.24,4.63006243394542e-06
915,FMO3,3.147,4.66056484239231e-06
921,MMP16,1.892,4.85681808297124e-06
922,TC2N,2.3680000000000003,4.90098187984096e-06
924,NTNG1,2.069,4.9436628595703495e-06
926,CA3,4.302,5.124474188550071e-06
928,LMOD1,1.281,5.17103986961169e-06
